LOCALIDADES,Villa Hidalgo,Kotolte,Carmen Zacatal,El mbar (El mbar de Echeverra),San Vicente la Mesilla,El Progreso,Benito Jurez,Nuevo Len,Huitiupn,Guaquitepec,Jardnes del Grijalva,Abasolo,Nuevo Vicente Guerrero,Doctor Domingo Chanona,San Andrs Duraznal,Lzaro Crdenas,Nuevo Mxico,La Independencia,Presidente Echeverra (Laja Tendida),Cuauhtmoc,Chenalh,Plan de Ayala,Coapilla,Nachig,Francisco Sarabia,Valle Morelos,Chamula,Chicoasn,Aguacatenango,Ricardo Flores Magn,Benito Jurez,Guadalupe Victoria (Lzaro Crdenas),Ixhuatn,Yoshib,Past,Chiapilla,Zinacantn,Soyatitn,Ocuilapa de Jurez,Amatn,Soyal,Nicols Ruz,Tres Picos,Jitotol,Tenango,Tecpatn,Totolapa,Navenchauc,El Jobo,20 de Noviembre,Amatenango del Valle,Ocotepec,Cristbal Obregn,San Lucas,Socoltenango,Tzimol,El Bosque,Rincn Chamula,Rayn,Ixtapa,San Juan Cancuc,Copainal,Oxchuc,Jess Mara Garza,Raudales Malpaso,Pantelh,Chanal,San Francisco Pujiltic,Tapilula,La Concordia,Revolucin Mexicana,Copoya,San Pedro Buenavista,Altamirano,San Fernando,Jiquipilas,Pueblo Nuevo Solistahuacn,Simojovel de Allende,Villa Corzo,El Parral,Bochil,Acala,Venustiano Carranza,Teopisca,Suchiapa,Las Rosas,Las Margaritas,Berriozbal,Tonal,Villaflores,Ocozocoautla de Espinosa,Cintalapa de Figueroa,Chiapa de Corzo,Comitn de Domnguez,San Cristbal de las Casas,Tuxtla Gutirrez, 
Raudales Malpaso,162.184,218.199,205.163,210.004,238.606,96.526,215.794,181.657,222.634,254.178,100.323,243.354,206.927,128.396,218.133,147.532,113.083,276.802,185.221,154.976,200.028,293.322,93.681,162.434,134.182,190.388,180.185,116.886,219.717,177.498,152.987,133.288,146.358,222.898,165.877,157.181,168.026,219.386,53.75,203.554,149.941,188.604,225.296,194.533,249.303,49.111,163.397,153.794,95.962,129.801,211.921,113.32,120.626,164.08,230.001,276.591,198.479,218.542,129.51,167.909,232.117,70.52,223.633,148.067,0,237.165,205.379,199.962,190.457,232.771,181.735,99.195,175.364,249.381,97.392,119.102,241.799,245.394,161.408,154.289,201.73,148.897,184.002,184.765,111.387,212.321,260.317,80.171,192.484,153.847,77.316,126.154,109.293,242.049,177.777,91.069, 
Pantelh,214.05,41.841,85.668,247.1,185.698,165.79,252.89,115.599,59.469,38.257,137.419,72.713,244.023,229.511,72.481,248.647,214.198,160.539,153.435,203.455,34.019,177.059,172.045,71.318,137.067,227.484,53.69,155.18,103.454,145.712,216.921,178.709,156.291,46.58,74.847,121.449,62.058,129.739,184.812,107.072,124.398,122.508,326.41,98.127,57.968,200.804,114.693,81.342,148.381,144.347,95.658,188.29,221.741,118.304,136.443,160.328,68.214,122.136,137.925,97.531,33.412,180.711,54.253,212.001,237.165,0,97.943,135.033,122.113,266.694,215.658,148.667,226.472,100.126,163.167,217.08,88.796,53.526,226.915,188.212,96.104,129.674,126.73,90.509,160.859,118.065,166.061,163.467,290.463,216.255,175.295,224.132,129.975,147.792,64.202,146.04, 
Chanal,182.263,70.013,134.099,215.313,158.383,134.004,221.103,88.284,140.562,100.554,105.632,63.583,212.236,197.725,147.069,216.861,182.412,92.625,126.12,171.668,83.432,66.11,197.387,64.924,174.315,195.697,63.589,154.364,76.139,118.397,185.134,146.922,181.633,63.692,68.453,94.134,66.195,102.424,153.026,188.165,157.895,95.193,294.624,123.469,69.532,199.988,87.378,74.948,116.595,120.779,68.343,221.393,189.955,90.989,109.128,133.013,127.345,147.478,163.267,93.811,66.99,179.896,44.294,180.214,205.379,97.943,0,130.118,246.019,282.602,231.566,164.575,242.38,38.812,179.075,232.988,212.702,122.959,242.823,204.12,172.633,124.759,121.815,85.594,176.767,113.15,86.334,179.375,306.371,232.163,191.203,240.04,145.883,94.875,75.973,161.948, 
San Francisco Pujiltic,144.105,118.089,200.748,177.154,25.553,128.587,182.944,43.279,218.219,147.723,117.298,123.772,174.077,157.576,213.718,211.444,176.995,74.299,29.508,140.859,107.343,96.054,196.337,88.835,161.946,157.539,87.5,148.947,32.961,37.037,154.325,116.113,248.282,122.788,92.364,64.296,90.106,6.333,147.609,276.149,145.526,35.796,289.207,190.118,129.721,194.571,68.136,98.859,111.178,67.027,39.585,215.976,168.355,71.195,16.948,47.654,194.064,214.127,229.915,163.494,132.007,174.479,104.051,149.405,199.962,135.033,130.118,0,247.377,214.292,163.256,128.602,174.07,133.163,143.102,197.015,214.06,217.655,188.189,135.81,173.991,68.915,18.844,45.719,119.907,19.554,81.691,143.402,270.398,171.298,155.23,204.067,109.91,61.344,77.331,125.975, 
Tapilula,252.001,214.518,62.25,285.051,298.28,157.123,290.841,228.181,75.136,160.343,175.37,239.673,281.974,267.462,75.22,286.598,252.149,273.121,238.685,241.406,114.046,289.641,44.578,158.753,115.014,265.435,109.617,133.127,216.036,230.962,254.872,216.66,8.48,219.217,162.196,210.645,164.345,242.321,222.763,56.662,102.345,242.068,364.361,50.516,245.622,88.776,216.861,150.113,186.332,204.848,208.24,60.823,259.692,217.544,249.025,272.91,80.021,25.675,9.982,108.703,228.436,67.122,219.952,249.952,190.457,122.113,246.019,247.377,0,277.119,226.083,159.092,236.897,217.155,115.048,227.505,33.316,96.037,237.34,198.637,74.052,171.655,223.842,152.54,171.284,180.096,228.092,173.892,300.888,226.68,185.72,234.557,140.4,209.823,120.159,156.465, 
La Concordia,102.05,251.101,238.065,19.382,239.171,161.396,26.173,182.222,255.536,287.08,134.923,276.256,42.033,107.438,251.035,204.884,120.969,266.746,185.786,98.332,232.93,283.266,229.146,195.336,199.263,41.974,213.087,181.756,209.661,178.063,114.466,123.237,285.599,255.8,198.779,157.746,200.928,219.951,180.418,313.466,182.843,180.839,322.016,227.435,282.205,227.38,163.962,186.696,136.139,129.916,201.865,248.785,118.216,164.645,230.566,261.272,231.381,251.444,267.232,200.811,265.019,207.288,256.535,109.546,232.771,266.694,282.602,214.292,277.119,0,51.25,137.254,61.809,278.702,158.766,196.279,271.121,274.716,75.928,83.5,231.052,145.986,180.581,196.545,122.901,212.11,272.097,159.066,217.291,86.806,170.894,203.33,138.615,253.828,207.099,141.639, 
Revolucin Mexicana,51.721,200.065,187.029,31.863,188.135,110.36,37.653,131.186,204.5,236.044,83.887,225.22,28.786,57.109,199.999,154.555,70.64,215.71,134.75,48.003,181.894,232.23,178.11,144.3,148.227,12.248,162.051,130.72,158.625,127.027,64.137,72.908,234.563,204.764,147.743,106.71,149.892,168.915,129.382,262.43,131.807,129.803,270.98,176.399,231.169,176.344,112.926,135.66,85.103,78.88,150.829,197.749,67.887,113.609,179.53,210.236,180.345,200.408,216.196,149.775,213.983,156.252,205.499,59.217,181.735,215.658,231.566,163.256,226.083,51.25,0,86.213,11.475,227.66,107.724,145.946,220.079,223.674,25.594,32.458,180.01,94.945,129.54,145.504,71.86,161.069,221.056,108.024,166.958,36.473,119.852,152.997,87.573,202.787,156.057,90.597, 
Copoya,76.132,133.074,120.038,117.867,153.481,28.882,123.657,96.532,137.509,169.053,15.198,158.229,114.79,80.978,133.008,110.677,76.228,191.677,100.096,64.262,114.903,208.197,96.632,77.309,81.236,98.252,95.06,49.242,134.592,92.373,77.728,39.516,167.572,137.773,80.752,72.056,82.901,134.261,46.842,195.439,64.816,103.479,188.44,109.408,164.178,94.866,78.272,68.669,2.19,44.676,126.796,116.271,83.771,78.955,144.876,191.466,113.354,133.417,149.205,82.784,146.992,74.774,138.508,72.808,99.195,148.667,164.575,128.602,159.092,137.254,86.213,0,97.039,160.737,26.548,79.391,153.155,156.75,87.472,58.779,113.086,60.253,95.358,96.121,14.522,123.677,171.673,25.777,152.774,76.812,37.605,86.443,20.649,153.405,89.133,8.059, 
San Pedro Buenavista,40.956,210.879,197.843,42.422,198.949,121.174,48.212,142,215.314,246.858,94.701,236.034,39.345,46.344,210.813,143.79,59.875,226.524,145.564,37.238,192.708,243.044,188.924,155.114,159.041,22.807,172.865,141.534,169.439,137.841,53.372,62.143,245.377,215.578,158.557,117.524,160.706,179.729,123.011,273.244,142.621,140.617,249.468,187.213,241.983,187.158,123.74,146.474,95.917,89.694,161.643,208.563,57.122,124.423,190.344,221.05,191.159,211.222,227.01,160.589,224.797,167.066,216.313,48.452,175.364,226.472,242.38,174.07,236.897,61.809,11.475,97.039,0,238.474,118.538,135.181,230.893,234.488,14.829,43.272,190.824,105.759,140.354,156.318,82.674,171.883,231.87,118.838,156.193,25.708,97.331,142.232,98.387,213.601,166.871,101.411, 
Altamirano,226.265,73.631,178.101,259.315,111.095,178.006,265.105,132.286,159.569,61.868,149.634,28.985,256.238,241.727,191.071,260.863,226.414,70.412,170.122,215.67,118.542,43.898,241.389,108.926,218.317,239.699,107.591,198.366,120.141,162.399,229.136,190.924,225.635,67.31,112.455,138.136,110.197,116.161,197.028,199.892,201.897,139.195,338.626,167.471,64.323,243.99,131.38,118.95,160.597,164.781,112.345,265.395,233.957,134.991,107.89,85.725,171.347,191.48,207.269,137.813,70.608,223.898,47.912,224.216,249.381,100.126,38.812,133.163,217.155,278.702,227.66,160.737,238.474,0,200.691,254.604,234.318,142.7,264.439,225.736,194.249,146.375,143.431,107.21,198.383,104.91,64.134,200.991,327.987,253.779,212.819,261.656,167.499,72.675,97.589,183.564, 
San Fernando,106.329,147.574,134.538,139.379,167.981,2.37,145.169,111.032,152.009,183.553,29.698,172.729,136.302,89.738,147.508,108.874,74.425,206.177,114.596,88.48,129.403,222.697,70.851,91.809,40.757,119.763,109.56,23.461,149.092,106.873,101.946,63.734,123.528,152.273,95.252,86.556,97.401,148.761,45.039,209.939,79.316,117.979,186.637,123.908,178.678,69.085,92.772,83.169,26.408,59.176,141.296,90.49,81.968,93.455,159.376,205.966,127.854,147.917,163.705,71.099,161.492,48.993,153.008,97.026,97.392,163.167,179.075,143.102,115.048,158.766,107.724,26.548,118.538,200.691,0,77.793,121.95,125.545,120.099,80.893,81.88,75.501,110.606,111.369,39.053,138.925,186.921,24.18,151.176,112.538,36.008,84.845,35.897,168.653,104.381,18.736, 
Jiquipilas,124.619,201.487,188.451,176.892,221.894,79.814,182.682,164.945,205.922,237.466,83.611,226.642,173.815,90.831,201.421,33.474,75.518,260.09,168.509,117.411,183.316,276.61,147.564,145.722,117.47,157.277,163.473,100.174,203.005,160.786,115.422,116.577,235.985,206.186,149.165,140.469,151.314,202.674,52.295,263.852,133.229,171.892,189.724,177.821,232.591,156.754,146.685,137.082,79.251,113.089,195.209,167.203,83.061,147.368,213.289,259.879,181.767,201.83,217.618,151.197,215.405,125.706,206.921,110.502,119.102,217.08,232.988,197.015,227.505,196.279,145.946,79.391,135.181,254.604,77.793,0,222.327,225.922,121.299,134.817,182.258,129.425,164.53,165.293,91.915,192.849,240.845,60.698,98.2,113.738,39.897,9.358,89.821,222.577,158.305,71.597, 
Pueblo Nuevo Solistahuacn,218.684,181.201,28.934,251.734,264.963,123.807,257.524,194.864,41.819,127.026,142.053,206.356,248.657,234.145,41.904,253.281,218.832,239.804,205.368,208.089,80.73,256.324,57.55,125.436,81.698,232.118,76.301,99.811,182.719,197.645,221.555,183.343,41.796,185.9,128.879,177.328,131.028,209.004,189.446,70.556,69.029,208.751,331.044,17.2,212.305,101.748,183.544,116.796,153.015,171.531,174.923,73.795,226.375,184.227,215.708,239.593,46.705,7.641,23.429,75.387,195.119,80.094,186.635,216.635,241.799,88.796,212.702,214.06,33.316,271.121,220.079,153.155,230.893,234.318,121.95,222.327,0,62.721,204.023,165.32,40.736,138.338,190.525,119.224,137.967,146.78,194.776,140.575,267.571,193.363,152.403,201.24,107.083,176.507,86.843,123.148, 
Simojovel de Allende,222.279,71.936,32.361,255.329,268.558,127.402,261.119,198.459,9.547,91.756,145.648,114.738,252.252,237.74,19.174,256.876,222.427,243.399,208.963,211.684,64.114,259.919,120.271,129.031,85.293,235.713,79.826,103.406,186.314,201.24,225.15,186.938,104.517,76.635,132.474,180.923,134.623,212.599,193.041,57.15,72.624,212.346,334.639,46.353,111.467,149.03,187.139,120.391,156.61,175.126,178.518,136.516,229.97,187.822,219.303,243.188,16.096,70.362,86.151,78.982,86.911,128.937,96.278,220.23,245.394,53.526,122.959,217.655,96.037,274.716,223.674,156.75,234.488,142.7,125.545,225.922,62.721,0,207.618,168.915,44.331,141.933,194.12,122.749,141.562,150.305,198.301,144.17,271.166,196.958,155.998,204.835,110.678,180.032,90.368,126.743, 
Villa Corzo,27,211.322,198.286,56.541,213.068,122.12,62.331,156.119,215.757,247.301,95.144,236.477,53.464,32.388,211.256,129.834,45.919,269.925,159.683,23.282,193.151,286.445,189.87,155.557,159.484,36.926,173.308,142.48,212.84,151.96,39.416,48.187,245.82,216.021,159,131.643,161.149,193.848,109.055,273.687,143.064,154.736,235.512,187.656,242.426,199.06,137.859,146.917,86.35,103.813,205.044,209.509,43.166,138.542,204.463,235.169,191.602,211.665,227.453,161.032,225.24,168.012,216.756,34.496,161.408,226.915,242.823,188.189,237.34,75.928,25.594,87.472,14.829,264.439,120.099,121.299,204.023,207.618,0,57.391,191.146,119.878,154.473,174.18,73.034,186.002,249.732,102.91,142.237,11.752,83.375,128.276,98.709,231.464,167.193,93.117, 
El Parral,26.681,172.619,159.583,64.113,160.689,82.914,69.903,103.74,177.054,208.598,56.441,197.774,61.036,62.186,172.553,165.771,75.717,188.264,107.304,33.099,154.448,204.784,150.664,116.854,120.781,44.497,134.605,103.274,131.179,99.581,69.214,58.472,207.117,177.318,120.297,79.264,122.446,141.469,101.936,234.984,104.361,102.357,243.534,148.953,203.723,148.898,85.48,108.214,57.657,51.434,123.383,170.303,72.964,86.163,152.084,182.79,152.899,172.962,188.75,122.329,186.537,128.806,178.053,64.294,154.289,188.212,204.12,135.81,198.637,83.5,32.458,58.779,43.272,225.736,80.893,134.817,165.32,168.915,57.391,0,152.607,67.542,102.137,118.101,44.457,133.666,193.653,80.621,207.617,42.249,92.449,141.286,60.17,175.384,128.654,63.194, 
Bochil,178.615,141.132,34.998,211.665,224.894,83.737,217.455,154.795,52.47,177.111,101.984,166.287,208.588,194.076,47.968,213.212,178.763,199.735,165.299,168.02,62.34,216.255,98.286,85.367,41.628,192.049,51.42,59.741,142.65,157.576,181.486,143.274,82.532,145.831,88.81,137.259,90.959,168.935,149.377,110.399,28.959,168.682,290.975,24.368,172.236,105.365,143.475,76.727,112.946,131.462,134.854,114.531,186.306,144.158,175.639,199.524,28.315,48.377,64.165,35.317,155.05,85.272,146.566,176.566,201.73,96.104,172.633,173.991,74.052,231.052,180.01,113.086,190.824,194.249,81.88,182.258,40.736,44.331,191.146,152.607,0,98.269,150.456,158.172,97.898,185.728,233.724,100.506,227.502,153.294,112.334,161.171,67.014,215.456,125.792,83.079, 
Acala,93.55,112.73,132.601,126.599,93.794,77.522,132.389,36.846,150.072,142.364,49.151,118.413,123.522,107.022,145.571,160.379,125.93,121.37,40.409,90.305,101.584,137.89,145.272,63.99,93.799,106.984,81.741,97.882,64.285,32.686,103.771,65.559,180.135,117.429,67.433,12.37,69.582,74.574,96.544,208.002,77.379,43.792,238.142,121.971,124.362,143.506,18.586,55.35,60.113,16.472,56.489,164.911,117.801,19.269,85.189,115.895,125.917,145.98,161.768,95.347,126.648,123.414,98.692,98.851,148.897,129.674,124.759,68.915,171.655,145.986,94.945,60.253,105.759,146.375,75.501,129.425,138.338,141.933,119.878,67.542,98.269,0,52.955,51.328,51.76,84.485,126.88,75.255,202.251,103.151,87.083,135.92,41.763,108.611,69.698,57.828, 
Venustiano Carranza,128.145,109.786,184.788,161.194,43.723,112.627,166.984,24.619,202.259,139.42,101.338,115.469,158.117,141.616,197.758,195.484,161.035,92.469,13.548,124.899,99.04,100.757,180.377,80.532,145.986,141.579,79.197,132.987,47.82,21.077,138.365,100.153,232.322,114.485,84.061,48.336,81.803,24.503,131.649,260.189,129.566,17.136,273.247,174.158,121.418,178.611,52.176,90.556,95.218,51.067,40.14,200.016,152.395,55.235,35.118,65.824,178.104,198.167,213.955,147.534,123.704,158.519,95.748,133.445,184.002,126.73,121.815,18.844,223.842,180.581,129.54,95.358,140.354,143.431,110.606,164.53,190.525,194.12,154.473,102.137,150.456,52.955,0,38.081,103.668,34.409,99.857,127.163,254.159,155.059,138.991,187.828,93.671,71.666,70.071,109.736, 
Teopisca,144.109,73.565,113.486,177.158,96.622,113.39,182.948,26.145,130.888,103.199,85.018,79.248,174.081,177.111,126.456,196.247,161.798,71.462,48.57,151.054,62.819,87.982,176.774,44.311,153.702,157.543,42.976,133.75,14.378,64.649,164.52,126.308,161.02,78.264,47.839,40.386,45.582,40.663,132.412,178.491,137.282,33.054,274.01,102.856,85.197,179.374,33.63,54.334,95.981,67.031,6.582,200.779,169.341,37.241,47.367,71.252,106.732,126.865,142.654,73.198,87.483,159.282,59.527,159.6,184.765,90.509,85.594,45.719,152.54,196.545,145.504,96.121,156.318,107.21,111.369,165.293,119.224,122.749,174.18,118.101,158.172,51.328,38.081,0,133.939,28.642,76.638,136.547,263.543,189.335,148.375,197.212,103.055,58.37,33.145,119.12, 
Suchiapa,61.778,145.266,132.23,103.514,144.786,41.074,109.304,87.837,149.701,181.245,27.39,170.421,100.437,66.625,145.2,122.869,80.157,203.869,91.401,49.908,127.095,220.389,108.824,89.501,93.428,83.899,107.252,61.434,146.784,83.678,63.374,25.162,179.764,149.965,92.944,63.361,95.093,125.566,59.034,207.631,77.008,86.454,200.632,121.6,176.37,107.058,69.577,80.861,13.4,35.531,138.988,128.463,77.404,70.26,136.181,203.658,125.546,145.609,161.397,94.976,159.184,86.966,150.7,58.454,111.387,160.859,176.767,119.907,171.284,122.901,71.86,14.522,82.674,198.383,39.053,91.915,137.967,141.562,73.034,44.457,97.898,51.76,103.668,133.939,0,135.869,183.865,37.969,164.966,62.458,49.797,98.635,32.841,165.597,101.325,20.251, 
Las Rosas,159.674,101.121,141.042,192.723,43.517,140.946,198.513,41.685,158.444,130.755,112.574,106.804,189.646,173.145,154.012,223.803,189.354,51.612,45.078,156.428,90.375,68.132,204.33,71.867,181.258,173.108,70.532,161.306,15.993,52.607,169.894,131.682,188.576,105.82,75.396,67.942,73.138,14.498,159.968,206.047,164.838,51.365,301.566,130.412,112.753,206.93,61.186,81.891,123.537,82.596,22.617,228.335,196.897,64.797,18.578,36.565,134.288,154.421,170.21,100.754,115.039,186.838,87.083,164.974,212.321,118.065,113.15,19.554,180.096,212.11,161.069,123.677,171.883,104.91,138.925,192.849,146.78,150.305,186.002,133.666,185.728,84.485,34.409,28.642,135.869,0,57.308,162.86,289.856,186.558,174.688,223.525,129.368,39.04,59.458,145.433, 
Las Margaritas,219.661,149.117,189.038,252.71,59.623,188.942,258.5,98.7,206.44,125.864,160.57,89.932,249.633,252.663,202.008,271.799,237.35,10.583,110.525,226.606,138.371,21.663,252.326,119.863,229.254,233.095,118.528,209.302,81.147,118.054,240.072,201.86,236.572,153.816,123.391,115.938,121.134,68.222,207.964,254.043,212.834,105.609,375.695,178.408,160.749,254.926,109.182,129.886,171.533,142.583,71.738,276.331,244.893,112.793,59.951,34.253,182.284,202.417,218.206,148.75,163.035,234.834,135.079,235.152,260.317,166.061,86.334,81.691,228.092,272.097,221.056,171.673,231.87,64.134,186.921,240.845,194.776,198.301,249.732,193.653,233.724,126.88,99.857,76.638,183.865,57.308,0,211.847,338.843,264.635,223.675,272.512,178.355,24.747,108.445,194.42, 
Berriozbal,99.579,147.874,134.838,139.679,168.281,26.201,145.469,111.332,152.309,183.853,29.998,173.029,136.602,72.516,147.808,91.652,57.203,206.477,114.896,87.709,129.703,222.997,93.951,92.109,63.857,120.063,109.86,46.561,149.392,107.173,97.107,62.963,182.372,152.573,95.552,86.856,97.701,149.061,27.818,210.239,79.616,118.279,169.416,124.208,178.978,92.185,93.072,83.469,25.637,59.476,141.596,113.59,64.746,93.755,159.676,206.266,128.154,148.217,164.005,97.584,161.792,72.093,153.308,92.187,80.171,163.467,179.375,143.402,173.892,159.066,108.024,25.777,118.838,200.991,24.18,60.698,140.575,144.17,102.91,80.621,100.506,75.255,127.163,136.547,37.969,162.86,211.847,0,130.827,92.189,15.659,64.496,36.915,169.671,105.399,18.691, 
Tonal,145.631,274.87,261.834,197.904,295.277,153.197,203.694,238.328,279.305,310.849,156.994,300.025,194.827,110.305,274.804,76.406,118.832,333.473,241.892,138.424,256.699,349.993,220.947,219.105,190.853,178.289,236.856,173.557,276.388,234.169,136.435,151.628,309.368,279.569,222.548,213.852,224.697,276.057,140.131,337.235,206.612,245.275,37.935,251.204,305.974,230.136,220.068,210.465,152.634,186.472,268.592,240.586,113.577,220.751,286.672,333.262,255.15,275.213,291.001,224.58,288.788,199.089,280.304,131.515,192.484,290.463,306.371,270.398,300.888,217.291,166.958,152.774,156.193,327.987,151.176,98.2,267.571,271.166,142.237,207.617,227.502,202.251,254.159,263.543,164.966,289.856,338.843,130.827,0,193.953,121.359,146.183,164.54,297.296,233.024,146.316, 
Villaflores,15.762,200.662,187.626,67.419,196.177,114.559,73.209,139.228,205.097,236.641,84.484,225.817,64.342,24.827,200.596,122.273,38.358,259.265,142.792,12.622,182.491,275.785,182.309,144.897,148.824,47.804,162.648,134.919,202.18,135.069,31.855,37.527,235.16,205.361,148.34,114.752,150.489,176.957,101.494,263.027,132.404,137.845,227.951,176.996,231.766,191.499,120.968,136.257,75.69,86.922,194.384,201.948,35.605,121.651,187.572,259.054,180.942,201.005,216.793,150.372,214.58,160.451,206.096,26.935,153.847,216.255,232.163,171.298,226.68,86.806,36.473,76.812,25.708,253.779,112.538,113.738,193.363,196.958,11.752,42.249,153.294,103.151,155.059,189.335,62.458,186.558,264.635,92.189,193.953,0,75.897,120.798,88.133,220.888,156.617,82.541, 
Ocozocoautla de Espinosa,86.769,159.702,146.666,151.507,180.109,38.029,157.297,123.16,164.137,195.681,41.826,184.857,148.43,52.981,159.636,70.851,37.668,218.305,126.724,79.561,141.531,234.825,105.779,103.937,75.685,131.891,121.688,58.389,161.22,119.001,77.572,74.791,194.2,164.401,107.38,98.684,109.529,160.889,15.434,222.067,91.444,130.107,155.357,136.036,190.806,114.968,104.9,95.297,37.465,71.304,153.424,125.418,45.211,105.583,171.504,218.094,139.982,160.045,175.833,109.412,173.62,83.921,165.136,72.652,77.316,175.295,191.203,155.23,185.72,170.894,119.852,37.605,97.331,212.819,36.008,39.897,152.403,155.998,83.375,92.449,112.334,87.083,138.991,148.375,49.797,174.688,223.675,15.659,121.359,75.897,0,46.614,48.328,181.084,116.812,30.104, 
Cintalapa de Figueroa,131.67,208.539,195.503,183.943,228.946,86.866,189.733,171.997,212.974,244.518,90.663,233.694,180.866,97.882,208.473,23.93,82.569,267.142,175.561,124.462,190.368,283.662,154.616,152.774,124.522,164.328,170.525,107.226,210.057,167.838,122.473,123.629,243.037,213.238,156.217,147.521,158.366,209.726,59.347,270.904,140.281,178.944,180.18,184.873,239.643,163.806,153.737,144.134,86.303,120.141,202.261,174.255,90.112,154.42,220.341,266.931,188.819,208.882,224.67,158.249,222.457,132.758,213.973,117.553,126.154,224.132,240.04,204.067,234.557,203.33,152.997,86.443,142.232,261.656,84.845,9.358,201.24,204.835,128.276,141.286,161.171,135.92,187.828,197.212,98.635,223.525,272.512,64.496,146.183,120.798,46.614,0,96.872,229.628,165.356,78.648, 
Chiapa de Corzo,86.178,114.382,101.346,119.228,134.789,37.918,125.018,77.84,118.817,150.361,9.547,139.537,116.151,101.639,114.316,120.775,86.326,172.985,81.404,75.583,96.211,189.505,105.668,58.617,62.544,99.612,76.368,58.278,115.9,73.681,89.049,50.837,148.88,119.081,62.06,53.364,64.209,115.569,56.94,176.747,46.124,84.787,198.538,90.716,145.486,103.902,59.58,49.977,20.509,39.025,108.104,125.307,93.869,60.263,126.184,172.774,94.662,114.725,130.513,64.092,128.3,83.81,119.816,84.129,109.293,129.975,145.883,109.91,140.4,138.615,87.573,20.649,98.387,167.499,35.897,89.821,107.083,110.678,98.709,60.17,67.014,41.763,93.671,103.055,32.841,129.368,178.355,36.915,164.54,88.133,48.328,96.872,0,137.542,50.637,16.066, 
Comitn de Domnguez,201.392,130.848,170.769,234.441,39.276,170.674,240.231,80.432,188.171,160.483,142.302,136.532,231.364,234.395,183.739,253.531,219.082,19.377,82.335,208.338,120.102,35.897,234.057,101.594,210.986,214.826,100.259,191.034,62.879,89.864,221.804,183.592,218.303,135.547,105.123,97.669,102.865,49.954,189.696,235.774,194.566,87.341,356.208,160.139,142.481,236.658,90.913,111.618,153.265,124.314,53.47,258.063,226.625,94.524,41.683,13.906,164.015,184.148,199.937,130.481,144.766,216.566,116.811,216.884,242.049,147.792,94.875,61.344,209.823,253.828,202.787,153.405,213.601,72.675,168.653,222.577,176.507,180.032,231.464,175.384,215.456,108.611,71.666,58.37,165.597,39.04,24.747,169.671,297.296,220.888,181.084,229.628,137.542,0,91.419,177.394, 
San Cristbal de las Casas,154.662,44.472,81.105,187.712,128.234,106.402,193.502,58.135,98.507,80.451,78.031,69.627,184.635,170.123,94.075,189.259,154.81,103.075,95.971,144.067,30.438,119.595,144.393,11.93,121.322,168.096,10.595,126.762,45.99,88.248,157.533,119.321,128.639,49.171,15.459,63.985,13.201,72.275,125.424,146.11,104.902,65.044,267.022,70.475,75.576,172.386,57.229,21.954,88.993,84.96,38.194,193.791,162.353,60.84,78.979,102.864,74.351,94.484,110.273,40.817,58.39,152.294,49.906,152.613,177.777,64.202,75.973,77.331,120.159,207.099,156.057,89.133,166.871,97.589,104.381,158.305,86.843,90.368,167.193,128.654,125.792,69.698,70.071,33.145,101.325,59.458,108.445,105.399,233.024,156.617,116.812,165.356,50.637,91.419,0,86.358, 
Tuxtla Gutirrez,81.861,130.447,117.411,122.252,150.854,20.757,128.042,93.905,134.882,166.426,12.571,155.602,119.175,83.415,130.381,102.551,68.102,189.05,97.469,69.991,112.276,205.57,88.507,74.682,78.609,102.636,92.433,41.117,131.965,89.746,83.457,45.245,164.945,135.146,78.125,69.429,80.274,131.634,38.716,192.812,62.189,100.852,180.314,106.781,161.551,86.741,75.645,66.042,7.919,42.049,124.169,108.146,75.645,76.328,142.249,188.839,110.727,130.79,146.578,80.157,144.365,66.649,135.881,78.537,91.069,146.04,161.948,125.975,156.465,141.639,90.597,8.059,101.411,183.564,18.736,71.597,123.148,126.743,93.117,63.194,83.079,57.828,109.736,119.12,20.251,145.433,194.42,18.691,146.316,82.541,30.104,78.648,16.066,177.394,86.358,0, 
