LOCALIDADES,Apango de Zaragoza,La Compaa,San Jos Alchichica,Xochimilco,Tepeyahualco de Cuauhtmoc,Petlalcingo,San Francisco Independencia (Santa Mara Aserradero),San Vicente Boquern,San Francisco Cuautlancingo (El Barrio),Santa Clara Huitziltepec,La Pursima de Hidalgo,San Cristbal Tepeteopan,Tepanco de Lpez,Santiago Acozac,San Miguel Zacaola,Tlacamilco,Jess Nazareno,Nicols Bravo,Emilio Portes Gil,Francisco I. Madero,Santo Nombre,San Pablo de las Tunas,Atzitzintla,San Nicols Buenos Aires,San Andrs Cacaloapan,La Pursima,San Jos Tuzuapan,San Antonio Portezuelo,San Nicols Zoyapetlayoca,Santa Rosa,San Pablo Actipan,San Lorenzo Ometepec,Benito Jurez,San Jos Ixtapa,Aljojuca,Azumbilla,Cuesta Blanca,Mximo Serdn,Santa Mara Nenetzintla,Santa Ins Ahuatempan,Morelos Caada,San Miguel Zozutla,Ahuatepec,Tlanepantla,San Jernimo Ocotitln,San Jos Chiapa,Santiago Tenango,Palmar de Bravo,San Juan Ixcaquixtla,Tepexi de Rodrguez,San Simn de Bravo,San Martn Caltenco,Xochitln,Tecali de Herrera,Santo Toms Hueyotlipan,El Rincn Citlaltpetl,Chapulco,Santa Mara Coatepec,San Bartolo Teontepec,Santa rsula Chiconquiac,San Gabriel Tetzoyocan,Atoyatempan,San Agustn Tlaxco,La Magdalena Tetela Morelos,Soltepec,Tochtepec,Santa Mara la Alta,Nopalucan de la Granja,San Sebastin Villanueva,Yehualtepec,Cuapiaxtla de Madero,Actipan de Morelos (Santa Mara Actipan),Santa Mara Ixtiyucan,Tlachichuca,Santiago Acatln,Santiago Alseseca,Esperanza,Cuapiaxtla,Cuacnopalan,San Miguel Xaltepec,Tlacotepec de Benito Jurez,San Hiplito Xochiltenango,Magdalena Cuayucatepec,San Marcos Tlacoyalco,Oriental,Guadalupe Victoria,Ciudad de Rafael Lara Grajales,Quecholac,San Mateo Tlaixpan,San Salvador Huixcolotla,Santiago Miahuatln,Villa de El Carmen Tequexquitla,Ciudad de Libres,Tepatlaxco de Hidalgo,Acatln de Osorio,Los Reyes de Jurez,Palmarito Tochapan,San Salvador el Seco,Acajete,Ciudad Serdn,Acatzingo de Hidalgo,Tepeaca,Tecamachalco,Heroica Ciudad de Huajuapan de Len, 
Santa Mara Coatepec,62.856,31.784,51.694,53.941,59.275,161.481,28.455,144.122,27.189,64.943,50.679,92.805,88.688,36.152,50.499,57.605,61.533,39.099,31.754,71.97,73.592,26.166,46.781,13.391,84.57,59.988,47.693,24.964,43.825,44.426,50.712,54.202,41.453,69.106,7.931,68.792,45.494,40.361,59.709,117.587,56.925,66.249,55.017,51.397,57.228,29.644,30.643,67.87,107.89,91.916,33.373,45.736,67.909,59.85,47.952,50.174,78.714,0,101.274,25.811,63.213,58.592,64.996,61.513,16.709,52.875,84.553,32.932,23.269,63.699,46.938,34.735,31.549,24.025,52.588,53.14,42.05,54.522,51.45,60.976,73.32,45.679,102.046,78.273,47.334,54.277,31.735,35.79,38.321,40.485,83.305,41.053,60.97,67.47,149.99,35.975,42.372,7.206,71.983,23.088,32.871,51.997,47.246,204.935, 
San Bartolo Teontepec,92.309,79.912,138.245,51.506,64.286,80.951,91.967,90.376,81.69,58.545,64.223,5.663,11.649,88.646,69.493,94.276,65.779,92.855,118.304,139.491,31.976,80.167,72.674,107.56,15.669,60.871,71.426,76.418,69.651,60.472,76.538,69.737,93.961,64.062,97.837,33.708,54.249,150.483,89.162,83.348,46.95,38.374,79.204,75.584,86.681,149.975,80.704,56.904,46.361,66.817,78.646,63.786,44.492,85.676,72.14,134.178,29.535,101.274,0,71.557,44.049,82.23,92.446,90.066,94.676,65.4,27.828,102.978,85.699,43.74,63.975,68.282,95.966,96.06,81.14,48.72,65.15,142.904,51.054,65.842,29.624,71.03,9.065,27.653,132.85,118.463,109.702,64.464,58.506,61.2,13.68,126.569,146.486,102.158,87.355,68.293,64.016,94.809,106.671,81.521,69.547,75.715,54.358,124.094, 
Santa rsula Chiconquiac,45.521,8.001,62.781,25.259,41.94,144.146,53.085,126.787,51.67,47.608,33.344,64.123,60.007,18.817,33.164,40.27,17.963,21.764,42.84,83.056,44.911,4.366,58.547,32.097,55.889,29.278,16.983,7.629,26.49,27.091,33.377,36.867,24.118,50.611,32.412,67.18,43.959,41.33,42.374,100.252,49.767,37.568,37.682,34.062,39.893,37.382,5.28,31.328,90.555,74.581,7.101,28.401,42.665,42.515,30.617,51.143,95.265,25.811,71.557,0,33.542,40.81,47.214,43.731,19.8,31.548,54.882,36.023,10.243,34.027,29.156,16.953,34.64,47.152,34.806,23.468,47.965,43.847,36.181,20.456,43.649,27.897,82.958,48.602,57.974,64.916,34.826,8.145,13.479,22.703,80.128,51.693,71.61,49.688,132.208,18.193,14.727,19.934,54.201,47.778,15.09,34.215,20.505,193.855, 
San Gabriel Tetzoyocan,54.247,27.19,100.184,13.445,21.169,125.001,90.487,102.315,78.565,31.376,14.286,36.615,32.499,31.421,31.432,56.214,28.453,37.319,80.243,120.459,17.403,31.516,69.549,69.499,28.381,36.036,22.43,38.357,31.59,22.41,38.477,31.676,43.554,61.613,69.814,64.471,49.189,91.09,51.1,75.78,55.134,10.06,41.142,37.522,48.619,67.813,33.26,37.323,53.019,50.109,28.38,25.725,17.095,47.615,34.078,74.785,60.298,63.213,44.049,33.542,0,26.759,54.419,52.039,56.649,27.373,27.362,64.951,47.672,6.598,25.948,30.255,57.939,84,43.113,10.693,61.421,104.877,49.637,30.073,16.129,33.003,44.855,21.082,94.823,101.765,71.675,26.437,20.479,23.173,50.368,88.542,108.459,64.131,131.44,30.266,25.989,56.782,68.644,77.792,31.52,37.688,16.331,168.179, 
Atoyatempan,39.153,36.95,95.562,35.932,5.319,107.244,85.866,89.885,84.451,10.706,17.682,74.796,70.68,22.844,12.877,41.12,43.289,29.942,75.621,115.838,38.032,35.399,84.385,64.878,66.562,50.871,37.265,33.735,15.013,22.037,15.74,10.436,28.685,76.449,65.193,83.085,64.025,75.995,36.006,63.35,69.97,48.24,4.504,6.737,33.525,75.487,48.096,52.159,53.653,37.679,38.54,16.291,24.83,16.214,11.198,59.69,98.479,58.592,82.23,40.81,26.759,0,39.328,36.947,52.571,14.248,45.334,71.964,43.594,44.555,18.785,25.314,51.689,79.922,28.021,33.996,76.672,89.785,64.888,49.163,40.071,17.912,82.902,59.129,90.745,97.687,76.083,42.125,30.625,25.042,88.415,84.464,104.381,49.039,95.356,24.104,40.724,52.704,53.552,93.043,26.895,22.596,28.102,150.301, 
San Agustn Tlaxco,7.714,46.826,92.922,46.148,40.756,142.962,92.269,125.603,90.855,46.424,42.039,85.012,80.896,32.879,31.98,10.657,57.254,36.345,72.981,113.197,65.8,41.803,90.81,71.281,76.778,64.184,50.273,40.139,25.019,35.787,21.135,35.683,27.163,82.874,71.597,99.443,76.222,37.023,12.416,99.068,82.03,58.457,32.274,32.591,8.702,36.515,52.493,63.591,89.371,73.397,44.545,32.928,60.117,29.607,29.146,20.718,127.528,64.996,92.446,47.214,54.419,39.328,0,9.041,49.544,39.869,75.768,28.59,50.566,54.914,29.144,35.033,33.783,86.894,12.743,44.355,83.63,43.194,71.846,56.121,64.535,22.596,93.261,69.488,59.839,94.386,32.709,49.082,42.825,35.401,115.793,52.947,69.014,5.665,185.13,36.273,51.047,59.676,10.178,100.001,33.867,16.875,38.461,185.902, 
La Magdalena Tetela Morelos,2.471,43.343,90.554,43.768,38.375,140.581,88.786,123.222,87.372,44.043,39.658,82.631,78.515,29.396,29.599,4.018,53.771,18.717,70.613,110.829,63.419,38.32,87.326,67.798,74.397,60.701,46.79,36.656,22.638,33.406,18.754,33.302,13.049,79.39,68.114,95.959,72.738,34.655,4.728,96.687,78.546,56.076,29.893,30.21,4.697,34.147,49.01,60.107,86.99,71.016,41.062,30.548,57.736,27.226,26.765,18.35,106.314,61.513,90.066,43.731,52.039,36.947,9.041,0,47.516,37.496,73.395,26.562,39.623,52.54,26.77,24.09,31.755,75.951,10.37,41.981,72.687,41.165,60.903,45.178,62.162,20.222,90.888,67.115,57.811,92.358,30.68,38.14,31.882,33.027,104.85,50.919,66.985,4.862,128.584,25.33,40.105,48.733,8.149,89.058,22.924,14.501,36.087,183.529, 
Soltepec,46.723,26.22,53.679,48.378,53.712,155.918,43.834,138.559,42.568,59.38,45.116,87.242,83.125,30.589,44.936,49.666,55.97,33.536,33.739,73.955,68.029,20.603,62.16,22.995,79.007,54.424,42.129,19.4,38.262,38.863,45.149,48.639,35.889,81.59,23.31,98.159,74.938,23.323,49.236,112.024,80.746,60.686,49.454,45.834,51.665,19.375,25.079,62.307,102.327,86.353,27.809,40.173,62.346,54.287,42.389,33.136,110.924,16.709,94.676,19.8,56.649,52.571,49.544,47.516,0,46.861,78.539,18.109,17.255,57.685,40.924,28.721,16.726,40.615,46.573,47.126,82.47,25.712,70.686,54.961,67.306,39.664,96.032,72.259,43.274,58.379,16.69,29.775,32.307,34.471,114.633,36.382,56.91,61.455,143.975,29.961,36.357,13.397,40.454,41.241,26.857,45.982,41.232,198.92, 
Tochtepec,39.689,20.449,89.846,11.533,10.386,112.593,80.149,95.234,76.571,16.055,3.434,57.965,53.849,18.48,8.247,41.656,26.459,30.252,69.905,110.121,38.753,29.683,67.555,59.161,49.731,34.041,20.435,28.019,15.202,7.789,16.684,4.311,28.995,59.619,59.476,66.255,47.195,76.531,36.542,68.699,53.14,31.41,11.502,7.883,34.061,76.023,31.266,35.329,59.002,43.027,26.386,5.797,20.114,23.933,9.589,60.226,81.648,52.875,65.4,31.548,27.373,14.248,39.869,37.496,46.861,0,48.706,72.625,35.863,27.851,9.584,18.446,46.13,72.191,28.682,17.292,59.452,90.446,47.668,28.104,37.473,18.572,66.199,42.426,83.014,89.956,59.866,24.468,13.824,11.364,71.712,76.733,96.65,49.7,100.707,18.241,24.02,44.973,54.213,75.823,19.711,23.256,11.398,155.652, 
Santa Mara la Alta,75.588,48.53,121.524,34.785,40.513,80.734,112.701,85.343,102.424,34.772,47.502,20.394,16.277,52.761,52.772,77.555,49.793,58.659,101.583,141.799,8.541,52.856,93.408,90.839,12.159,57.376,43.77,59.697,52.93,43.751,59.817,53.016,64.894,84.796,91.154,48.249,74.983,112.43,72.441,58.808,61.49,21.654,48.158,58.863,69.96,89.153,54.6,77.638,28.849,43.008,49.72,47.065,20.719,68.955,55.419,96.125,44.076,84.553,27.828,54.882,27.362,45.334,75.768,73.395,78.539,48.706,0,86.258,68.979,27.02,47.256,51.562,79.246,105.307,64.42,32.001,83.875,126.184,69.779,51.381,9.232,54.311,26.591,11.727,116.13,123.072,92.982,47.745,41.786,44.48,32.104,109.849,129.766,85.438,87.052,51.573,47.297,78.089,89.951,100.246,52.827,58.995,37.638,123.791, 
Nopalucan de la Granja,25.769,42.443,65.039,56.68,73.393,175.599,60.057,158.24,58.791,79.061,53.418,95.544,91.427,58.278,64.617,28.712,82.653,29.72,45.098,85.314,76.331,36.826,116.209,39.218,87.309,89.583,75.672,35.623,57.655,47.165,53.771,68.32,32.833,108.273,39.533,124.842,101.621,9.139,28.282,131.705,107.429,68.988,64.91,65.227,30.981,8.631,41.302,88.99,122.008,106.034,44.032,65.565,70.648,62.244,61.782,12.181,152.927,32.932,102.978,36.023,64.951,71.964,28.59,26.562,18.109,72.625,86.258,0,26.231,65.26,48.499,36.481,5.809,56.838,41.288,54.701,88.561,12.087,76.777,61.052,74.881,51.141,103.607,79.834,32.251,66.798,5.12,48.471,44.273,42.046,120.724,25.359,45.887,34.539,222.441,37.721,55.979,29.62,19.423,57.464,33.924,45.42,48.807,205.012, 
San Sebastin Villanueva,48.316,17.243,60.24,39.401,44.735,146.941,50.543,129.582,49.128,50.403,36.139,78.265,74.148,21.612,35.959,28.653,46.993,15.45,40.299,80.515,59.052,11.626,80.549,29.555,70.03,45.447,33.152,10.423,29.285,29.886,36.172,39.662,20.36,72.613,29.87,89.182,65.961,38.789,45.169,103.047,71.769,51.709,40.477,36.857,42.688,34.841,15.522,53.33,93.35,77.376,18.832,31.196,53.369,45.31,33.412,37.796,101.947,23.269,85.699,10.243,47.672,43.594,50.566,39.623,17.255,35.863,68.979,26.231,0,47.991,31.23,19.027,24.848,46.394,36.879,37.432,72.776,34.58,60.992,45.267,57.612,29.97,86.338,62.565,57.216,64.159,25.996,20.081,22.613,24.777,104.939,50.935,70.852,51.761,134.281,20.267,26.663,19.176,56.274,47.02,17.163,36.288,31.538,189.226, 
Yehualtepec,54.733,27.675,100.67,13.931,40.694,124.692,90.973,114.6,79.05,38.508,26.647,36.306,32.189,31.907,31.918,56.7,28.938,37.805,80.729,120.945,17.093,32.001,70.034,69.985,28.071,36.521,22.915,38.843,32.075,22.896,38.962,32.161,44.039,62.098,70.3,64.161,49.674,91.576,51.586,88.065,55.619,5.109,41.628,38.008,49.105,68.299,33.745,37.808,52.709,62.394,28.865,26.21,29.609,48.1,34.564,75.271,59.988,63.699,43.74,34.027,6.598,44.555,54.914,52.54,57.685,27.851,27.02,65.26,47.991,0,26.434,30.74,58.424,84.485,43.599,11.179,61.907,105.362,50.123,30.559,15.831,33.489,44.557,20.784,95.308,102.25,72.16,26.923,20.965,23.658,50.07,89.027,108.944,64.616,131.142,30.751,26.475,57.267,69.129,78.278,32.005,38.173,16.816,167.881, 
Cuapiaxtla de Madero,28.963,18.695,83.909,17.677,14.924,117.13,74.212,99.771,75.146,20.592,13.568,56.541,52.425,6.235,6.148,30.93,25.034,19.526,63.968,104.184,37.329,23.746,66.13,53.224,48.307,32.616,19.01,22.082,6.305,7.316,13.192,9.851,18.269,58.194,53.539,64.83,45.77,65.806,25.816,73.236,51.715,29.985,15.858,12.238,23.335,65.298,29.841,33.904,63.539,47.565,20.285,4.457,31.646,22.33,8.794,49.501,80.224,46.938,63.975,29.156,25.948,18.785,29.144,26.77,40.924,9.584,47.256,48.499,31.23,26.434,0,6.746,40.697,68.93,17.317,18.386,65.679,79.081,53.895,38.17,38.566,7.207,67.292,43.519,79.753,86.695,65.379,31.132,15.015,9.432,72.805,73.472,93.389,38.335,104.866,5.364,25.114,41.712,42.848,82.05,15.903,11.891,12.492,159.811, 
Actipan de Morelos (Santa Mara Actipan),32.783,9.964,71.706,21.984,20.219,122.425,62.009,105.066,60.594,25.887,18.722,60.848,56.731,2.439,11.443,27.532,31.46,9.026,51.765,91.981,41.635,11.543,65.016,41.021,52.613,38.39,24.479,9.879,11.005,12.469,17.892,15.146,11.38,57.08,41.336,73.649,50.428,50.255,29.636,78.531,56.236,34.292,22.197,18.577,27.155,46.307,22.232,37.797,68.834,52.86,14.285,13.779,35.952,27.03,15.132,52.56,84.53,34.735,68.282,16.953,30.255,25.314,35.033,24.09,28.721,18.446,51.562,36.481,19.027,30.74,6.746,0,29.47,56.078,22.069,20.19,57.966,77.697,46.182,30.457,40.37,12.384,69.096,45.323,66.9,73.843,43.753,16.207,9.762,7.535,90.129,60.619,80.536,36.951,110.733,1.818,22.789,28.86,41.464,56.704,3.051,17.068,14.296,165.678, 
Santa Mara Ixtiyucan,30.962,41.06,65.438,49.668,52.83,155.036,58.674,137.677,57.408,58.498,46.406,88.532,84.415,30.642,44.054,33.905,55.089,22.708,45.497,85.713,69.319,36.795,88.645,37.835,80.297,62.019,48.108,34.24,37.38,40.153,44.267,47.757,25.821,80.709,38.15,97.278,74.057,11.943,33.475,111.142,79.865,61.976,48.572,44.952,36.174,8.848,39.919,61.426,101.445,85.471,42.649,45.002,63.636,53.405,41.507,17.374,125.363,31.549,95.966,34.64,57.939,51.689,33.783,31.755,16.726,46.13,79.246,5.809,24.848,58.424,40.697,29.47,0,56.542,46.481,47.689,81.549,14.157,69.765,54.04,67.869,38.744,96.595,72.822,32.65,67.197,5.573,41.459,37.261,35.034,113.712,25.758,46.286,39.732,143.055,30.709,48.967,29.324,24.616,57.168,26.912,45.061,41.795,198, 
Tlachichuca,84.644,53.572,58.792,75.729,81.063,177.012,6.206,165.91,20.089,86.731,72.467,98.502,100.615,57.94,72.287,79.393,63.668,60.887,38.851,42.151,95.38,47.954,39.681,15.859,104.635,58.76,69.481,46.752,65.613,66.214,72.5,75.99,63.241,62.006,13.9,61.692,39.776,73.475,81.497,139.375,49.825,88.037,76.805,73.185,79.016,63.713,52.431,54.793,129.678,113.704,55.161,67.524,89.697,81.638,69.74,83.288,71.614,24.025,96.06,47.152,84,79.922,86.894,75.951,40.615,72.191,105.307,56.838,46.394,84.485,68.93,56.078,56.542,0,74.322,74.875,36.098,61.51,44.724,64.874,95.055,67.414,99.796,100.008,54.322,24.317,53.47,57.524,60.056,62.22,77.353,48.041,67.958,89.204,185.181,57.71,64.106,29.488,93.717,16.362,54.606,73.731,68.981,210.693, 
Santiago Acatln,12.563,34.418,89.558,34.842,29.45,131.656,79.861,114.297,78.447,35.118,30.732,73.706,69.59,20.471,20.674,14.53,44.846,17.704,69.617,109.833,54.494,29.395,78.401,58.873,65.472,51.776,37.865,27.731,13.712,24.48,9.828,24.377,12.036,70.465,59.189,87.034,63.813,49.405,9.416,87.762,69.621,47.15,20.967,21.284,6.935,48.897,40.085,51.182,78.065,62.091,32.137,21.622,48.81,18.301,17.839,33.1,97.389,52.588,81.14,34.806,43.113,28.021,12.743,10.37,46.573,28.682,64.42,41.288,36.879,43.599,17.317,22.069,46.481,74.322,0,33.343,70.549,63.64,58.765,43.04,53.524,11.584,82.25,58.477,76.826,91.578,49.696,36.002,29.744,24.39,102.712,69.935,89.46,13.48,119.946,23.192,37.967,46.595,27.165,86.92,20.786,5.864,27.449,174.891, 
Santiago Alseseca,44.174,17.116,90.111,3.372,30.135,129.672,80.414,114.982,68.491,27.949,16.088,41.286,37.17,21.348,21.359,46.141,18.379,27.246,70.17,110.386,22.074,21.442,59.475,59.426,33.052,25.962,12.356,28.284,21.516,12.337,28.403,21.602,33.48,51.539,59.741,69.142,39.115,81.017,41.027,88.447,45.06,14.731,31.069,27.449,38.546,57.74,23.186,27.249,57.69,62.776,18.306,15.651,20.778,37.541,24.005,64.712,64.969,53.14,48.72,23.468,10.693,33.996,44.355,41.981,47.126,17.292,32.001,54.701,37.432,11.179,18.386,20.19,47.689,74.875,33.343,0,51.348,94.803,39.564,20,20.801,22.93,49.527,25.754,84.749,91.691,61.601,16.364,10.406,13.099,55.04,78.468,98.385,54.057,136.112,20.192,15.916,46.708,58.57,67.719,21.446,27.614,6.257,172.851, 
Esperanza,81.38,46.891,93.07,53.15,77.812,146.102,30.241,155.527,19.964,83.48,58.248,67.592,69.705,55.625,69.036,76.129,32.758,59.834,73.13,77.765,72.802,47.146,8.805,44.507,73.725,27.85,38.405,63.628,62.363,54.497,69.25,72.739,60.94,31.096,36.111,29.481,11.032,117.462,78.233,136.124,17.615,65.459,73.555,69.935,75.752,116.954,47.683,23.883,111.512,110.453,45.625,57.811,70.556,78.388,66.49,101.157,39.403,42.05,65.15,47.965,61.421,76.672,83.63,72.687,82.47,59.452,83.875,88.561,72.776,61.907,65.679,57.966,81.549,36.098,70.549,51.348,0,126.567,20.406,32.261,87.742,64.072,67.183,85.77,88.289,57.588,112.865,43.991,47.014,55.892,44.23,82.008,101.925,85.821,152.568,58.793,34.566,48.161,90.334,20.646,56.387,70.347,49.049,178.08, 
Cuapiaxtla,40.372,50.267,54.104,96.606,91.214,193.42,67.049,176.061,80.381,96.882,92.496,135.47,131.354,76.099,82.438,43.315,100.475,38.069,34.163,74.379,116.258,44.65,134.03,46.061,127.235,107.405,93.493,43.447,75.476,86.244,71.592,86.141,70.383,126.094,55.226,142.663,119.442,12.99,42.885,149.526,125.25,108.914,82.731,83.048,58.913,8.498,49.126,106.811,139.829,123.855,51.856,83.386,110.574,80.065,79.603,26.785,170.748,54.522,142.904,43.847,104.877,89.785,43.194,41.165,25.712,90.446,126.184,12.087,34.58,105.362,79.081,77.697,14.157,61.51,63.64,94.803,126.567,0,115.642,99.917,117.229,74.483,162.419,122.182,21.316,55.863,8.844,92.879,86.621,84.394,159.589,14.22,33.776,57.522,231.767,80.069,94.844,47.105,30.551,76.49,42.363,68.762,91.155,293.28, 
Cuacnopalan,69.596,35.107,113.671,41.366,66.028,132.006,38.867,141.431,28.826,71.696,46.464,53.496,55.609,43.841,57.252,64.345,15.118,48.05,93.73,86.391,61.018,35.362,25.357,82.986,59.629,8.727,19.524,51.844,50.579,42.713,57.466,60.955,49.156,17,45.511,27.327,6.417,105.678,66.449,124.34,14.212,53.675,61.771,58.151,63.968,105.17,35.899,5.272,97.416,98.669,33.841,46.027,58.772,66.604,54.706,89.373,37.249,51.45,51.054,36.181,49.637,64.888,71.846,60.903,70.686,47.668,69.779,76.777,60.992,50.123,53.895,46.182,69.765,44.724,58.765,39.564,20.406,115.642,0,13.45,30.67,45.589,52.038,32.518,108.929,68.386,101.557,32.683,28.458,35.759,49.208,102.648,122.565,74.513,137.423,47.485,19.188,70.888,79.026,28.861,45.079,59.039,28.916,162.935, 
San Miguel Xaltepec,53.871,19.382,97.946,21.802,50.303,146.794,59.017,135.15,48.74,55.971,26.9,68.284,56.55,28.116,41.527,48.62,2.081,32.325,78.005,118.221,41.454,19.637,39.724,67.261,52.432,7.532,7.656,36.119,34.854,23.149,41.741,45.23,33.431,31.788,67.577,39.745,20.685,89.953,50.724,108.615,26.63,34.111,46.046,42.426,48.243,89.445,20.174,8.819,98.918,82.944,18.116,26.463,39.208,50.879,38.981,73.648,49.667,60.976,65.842,20.456,30.073,49.163,56.121,45.178,54.961,28.104,51.381,61.052,45.267,30.559,38.17,30.457,54.04,64.874,43.04,20,32.261,99.917,13.45,0,40.193,33.721,66.953,45.146,93.345,100.287,85.973,17.1,16.591,23.891,64.123,87.064,106.981,58.929,152.338,31.901,4.603,55.304,63.442,48.331,29.495,43.456,17.048,177.85, 
Tlacotepec de Benito Jurez,64.355,37.297,110.291,23.552,35.25,110.576,114.498,100.447,104.221,29.509,36.269,22.19,18.074,41.528,41.539,66.322,38.56,47.426,90.35,130.566,2.558,41.623,95.205,79.606,13.956,46.143,32.537,48.464,41.697,32.518,48.584,41.783,53.661,38.438,79.921,50.046,36.785,101.197,61.208,73.912,42.73,10.421,51.25,47.63,58.727,77.92,43.367,47.43,36.92,48.241,38.487,35.832,15.456,57.722,44.186,84.892,45.873,73.32,29.624,43.649,16.129,40.071,64.535,62.162,67.306,37.473,9.232,74.881,57.612,15.831,38.566,40.37,67.869,95.055,53.524,20.801,87.742,117.229,30.67,40.193,0,43.074,30.033,6.261,104.894,111.836,81.746,36.508,30.55,33.244,35.546,98.613,118.53,74.202,116.618,40.337,36.06,66.853,78.715,87.863,41.591,47.759,26.401,153.357, 
San Hiplito Xochiltenango,22.415,27.509,82.649,24.732,19.34,121.546,72.953,104.187,71.538,25.008,20.623,63.596,59.48,9.931,10.564,24.382,32.089,17.029,62.708,102.925,44.384,22.486,71.535,51.965,55.362,39.671,26.065,20.822,3.603,14.371,6.644,14.267,9.071,63.599,52.28,71.885,56.947,59.258,19.268,77.652,58.77,37.041,14.795,11.175,16.787,58.75,33.176,44.316,67.955,51.981,25.228,11.512,38.701,15.782,7.73,42.953,87.279,45.679,71.03,27.897,33.003,17.912,22.596,20.222,39.664,18.572,54.311,51.141,29.97,33.489,7.207,12.384,38.744,67.414,11.584,22.93,64.072,74.483,45.589,33.721,43.074,0,71.808,48.035,77.821,84.763,58.782,29.201,19.531,13.947,77.321,71.54,98.304,31.738,109.504,11.18,29.629,39.78,36.251,80.119,13.971,5.294,17.007,164.449, 
Magdalena Cuayucatepec,93.081,81.884,139.017,52.278,65.059,90.017,93.939,99.442,83.662,59.318,64.995,10.309,12.422,90.618,70.265,95.048,67.751,94.827,119.076,141.463,32.749,82.139,74.646,108.332,16.441,62.843,73.398,77.19,70.423,61.244,77.31,70.509,95.933,33.23,99.809,19.7,56.221,152.455,89.934,79.879,32.941,39.147,79.976,76.356,87.453,151.947,82.676,58.876,55.427,78.05,80.618,64.558,45.265,86.448,72.912,136.15,15.527,102.046,9.065,82.958,44.855,82.902,93.261,90.888,96.032,66.199,26.591,103.607,86.338,44.557,67.292,69.096,96.595,99.796,82.25,49.527,67.183,162.419,52.038,66.953,30.033,71.808,0,28.425,133.622,120.435,110.474,65.237,59.279,61.972,5.564,127.341,147.258,102.931,96.422,69.065,64.789,95.581,107.444,83.493,70.319,76.487,55.13,133.161, 
San Marcos Tlacoyalco,69.308,42.25,115.244,28.505,41.286,108.605,71.083,118.03,102.249,35.545,41.222,20.219,16.103,46.481,46.492,71.275,43.513,52.379,95.303,135.519,8.976,46.576,93.233,84.559,11.984,51.096,37.49,53.417,46.65,37.471,53.537,46.736,58.614,40.286,84.874,48.074,38.633,106.15,66.161,79.948,44.578,12.45,56.203,52.583,63.68,82.873,48.32,36.871,45.33,54.277,43.44,40.785,21.492,62.675,49.139,89.845,43.901,78.273,27.653,48.602,21.082,59.129,69.488,67.115,72.259,42.426,11.727,79.834,62.565,20.784,43.519,45.323,72.822,100.008,58.477,25.754,85.77,122.182,32.518,45.146,6.261,48.035,28.425,0,109.849,116.791,86.701,41.464,35.506,38.199,34.518,103.568,123.485,79.158,115.59,45.292,41.016,71.808,83.671,92.819,46.546,52.714,31.357,152.329, 
Oriental,57.018,64.394,46.916,86.552,91.886,194.092,59.861,176.733,73.193,97.554,83.29,125.416,121.299,68.762,83.11,59.961,94.144,56.562,26.975,67.191,106.203,58.777,92.785,38.873,117.181,92.598,80.303,57.574,76.436,77.037,85.02,86.813,59.675,119.764,48.038,136.333,113.112,33.617,59.531,150.198,118.92,98.86,87.628,84.008,62.23,23.855,63.253,100.481,140.501,124.527,65.983,78.347,100.52,93.493,80.563,43.43,149.098,47.334,132.85,57.974,94.823,90.745,59.839,57.811,43.274,83.014,116.13,32.251,57.216,95.308,79.753,66.9,32.65,54.322,76.826,84.749,88.289,21.316,108.929,93.345,104.894,77.821,133.622,109.849,0,48.662,28.494,67.941,70.473,72.636,152.799,7.833,13.906,65.754,254.749,68.126,74.523,39.904,50.638,69.289,65.023,76.635,79.397,237.086, 
Guadalupe Victoria,91.565,71.337,27.81,93.494,98.828,201.034,28.609,183.675,42.492,104.496,90.232,132.358,128.241,75.705,90.052,94.508,101.086,78.652,34.014,18.857,113.145,65.719,62.084,45.816,124.123,81.163,87.246,64.516,83.378,83.979,90.265,93.755,81.005,84.409,38.076,84.095,62.179,68.164,94.078,157.14,72.228,105.802,94.57,90.95,96.781,58.402,70.195,77.196,147.443,131.469,72.926,85.289,107.462,99.403,87.505,77.977,94.017,54.277,118.463,64.916,101.765,97.687,94.386,92.358,58.379,89.956,123.072,66.798,64.159,102.25,86.695,73.843,67.197,24.317,91.578,91.691,57.588,55.863,68.386,100.287,111.836,84.763,120.435,116.791,48.662,0,63.311,74.776,77.308,79.472,99.837,42.651,62.568,106.456,188.977,74.962,81.358,46.74,85.455,38.846,71.858,90.983,86.233,243.922, 
Ciudad de Rafael Lara Grajales,29.887,41.246,61.295,63.404,77.512,179.718,58.86,162.359,57.594,83.18,60.142,102.268,98.151,62.397,68.736,32.83,86.772,29.485,41.354,81.57,83.055,35.629,77.186,38.021,94.033,93.702,79.791,34.426,61.774,53.889,57.89,72.439,32.598,112.392,38.336,128.961,105.74,6.487,32.4,135.824,111.548,75.712,69.029,69.346,35.099,4.887,40.105,93.109,126.127,110.153,42.835,69.684,77.372,66.363,65.901,16.3,157.046,31.735,109.702,34.826,71.675,76.083,32.709,30.68,16.69,59.866,92.982,5.12,25.996,72.16,65.379,43.753,5.573,53.47,49.696,61.601,112.865,8.844,101.557,85.973,81.746,58.782,110.474,86.701,28.494,63.311,0,44.579,47.111,41.81,120.488,21.301,41.828,38.753,226.655,44.765,51.161,28.201,23.637,56.045,33.688,49.634,48.571,204.776, 
