LOCALIDADES,Tepetzingo,Ignacio Allende,Temascaltepec de Gonzlez,San Diego la Huerta,Llano de la Y,San Jos Tejamanil,Unidad Habitacional Santa Teresa,Fraccionamiento Rinconada del Valle,Santa Mara Tlalmimilolpan,Paraje el Mirador,Santa Mara Aranzaz (Santa Mara),San Simn el Alto,Texcaltitln,San Pedro Huitzizilapan,Conjunto Habitacional Ecolgico SUTEYM,Tejalpa,San Martn Toltepec,San Antonio Bonixi,San Mateo Capulhuac,La Cinega,San Martn Coapaxtongo,Santa Mnica,San Diego Linares,Colonia Morelos (Ejido San Juan de las Huertas),San Mateo Coapexco,Fraccionamiento Real de San Pablo,Zacualpan,El Hielo,Ejido de Taborda,Villa de Almoloya de Jurez,Colonia los Cedros,Almoloya de Alquisiras,San Francisco,San Miguel Almoloyn,Barrio San Pedro (La Concepcin San Pedro),San Francisco Tepexoxuca,Tecaxic,San Miguel Tecomatln,Colonia Arroyo Vista Hermosa,Colonia Emiliano Zapata,San Lorenzo Cuauhtenco,San Diego los Padres Cuexcontitln Seccin 5 B,Santa Mara Mazatla,Zona Nmero Cuatro San Mateo Capulhuac,Temoaya,San Bartolo el Viejo,San Cristbal Texcalucan,Santa Ana Mayorazgo,San Francisco Putla,Santiago Analco,San Francisco Ayotuzco,Mina Mxico,Santa Mara Nativitas,San Juan Xochiaca,Tlachaloya Primera Seccin,Zacango,Sultepec de Pedro Ascencio de Alquisiras,San Francisco Xochicuautla,San Nicols Coatepec de las Bateas,San Luis Ayucan,San Lorenzo Coacalco (San Lorenzo),Jiquipilco el Viejo,Barrio Santa Cruz,San Diego Alcal,La Joya,La Trinidad,Colonia lvaro Obregn,Santiago Oxtotitln,Santiago Tepatlaxco,Santa Mara del Monte,San Agustn Mimbres,Mayorazgo de Len (Estacin Ro Mxico),Joquicingo de Len Guzmn,Zumpahuacn,Colonia Guadalupe Victoria,Santa Mara la Asuncin,Dos Ros,San Pedro Atlapulco,Jicaltepec Cuexcontitln,Molino Abajo,Ejido de San Francisco Chimalpa,Santa Mara Tetitla,San Juan Yautepec,San Mateo Mozoquilpan,San Lucas Tunco (San Lucas),San Cayetano Morelos,San Mateo Tlalchichilpan,El Pedregal de Guadalupe Hidalgo,El Salitre,Huitzilac,San Nicols Peralta,San Nicols Tlazala,San Mateo Texcalyacac,Techuchulco de Allende,Enthavi,San Jernimo Acazulco,San Jos el Cuartel,San Miguel Balderas,San Miguel Almaya,San Miguel Mimiapan,Santa Cruz Ayotuzco,San Bartolom Coatepec,San Pedro Abajo,Santa Cruz Otzacatipan,San Bartolo Oxtotitln,Jicaltepec Autopan,Pilcaya,San Mateo Atarasquillo,San Pedro Tlanixco,San Miguel Ameyalco,San Andrs Ocotln,Zaragoza de Guadalupe,San Miguel Totoltepec,San Pedro Zictepec,Santiaguito Cuaxustenco,Ejido de la Y Seccin Siete A Revolucin,San Lorenzo Oyamel,Tlachaloya Segunda Seccin,San Marcos Yachihuacaltepec,San Antonio Buenavista,Chapultepec,El Cporo,Tres Maras,Conjunto Urbano la Loma I,Santa Mara Nativitas,San Bartolom Atlatlahuca,La Constitucin Toltepec,Santa Mara Magdalena Ocotitln,La Cabecera,Santa Ana Jilotzingo,Fraccionamiento Colinas del Sol,Santa Ana Ixtlahuatzingo (Santa Ana),Santa Mara Jajalpa,San Nicols Tolentino,Coatepec Harinas,San Pedro Arriba,Zacamulpa,Barrio de Mxico,Santa Cruz Cuauhtenco,Tonatico,Guadalupe Yancuictlalpan (Gualupita),Ejido San Lorenzo Cuauhtenco,Malinalco,Santa Cruz Atizapn,San Miguel Totocuitlapilco,San Diego de los Padres Cuexcontitln,Ex-Rancho San Dimas,San Juan Tilapa,San Gaspar Tlahuelilpan,Santa Mara Rayn,El Cerrillo Vista Hermosa,Santiaguito Tlalcilalcalli,San Pedro Cholula,San Francisco Chimalpa,Calixtlahuaca,Almoloya del Ro,Villa Guerrero,San Felipe Tlalmimilolpan,Huixquilucan de Degollado,San Mateo Mexicaltzingo,Santiago Yancuitlalpan,Santiago Tilapa,Santa Mara Zolotepec,San Bartolom Tlaltelulco,Calimaya de Daz Gonzlez,Villa Cuauhtmoc,San Pedro Tlaltizapan,Cacalomacn,Magdalena Chichicaspa,San Juan de las Huertas,San Antonio la Isla,Santiago Tianguistenco de Galeana,San Pedro Tultepec,Santa Mara Atarasquillo,Tenancingo de Degollado,Xalatlaco,Santiago Tlacotepec,San Antonio Acahualco,San Francisco Tlalcilalcalpan,Ixtapan de la Sal,San Andrs Cuexcontitln,Xonacatln,Capulhuac de Mirafuentes,San Pedro Totoltepec,Tenango de Arista,San Mateo Otzacatipan,Lerma de Villada,San Lorenzo Acopilco,San Jorge Pueblo Nuevo,Jess del Monte,San Francisco Coaxusco,Ocoyoacac,San Jernimo Chicahualco,Metepec,San Jos Guadalupe Otzacatipan,San Pablo Autopan,San Miguel Zinacantepec,San Salvador Tizatlalli,San Mateo Atenco,Naucalpan de Jurez,Cuajimalpa de Morelos,Toluca de Lerdo, 
Huitzilac,68.677,79.638,132.519,62.612,81.156,88.271,54.045,86.438,86.883,76.922,84.446,54.4,132.334,85.853,107.999,83.375,86.083,104.818,88.53,64.82,62.209,35.09,84.444,80.84,95.243,85.165,139.666,88.803,100.54,99.662,65.488,157.243,77.535,94.507,99.584,53.792,85.111,58.346,68.101,79.718,71.918,79.294,93.776,88.538,89.335,94.54,77.889,85.275,61.034,72.357,85.328,94.78,93.978,60.811,90.68,104.042,143.328,78.384,36.064,87.325,65.036,95.294,83.285,90.416,87.847,64.618,76.153,92.716,86.366,92.849,84.952,102.615,51.379,95.101,77.114,64.441,81.543,56.213,84.446,87.34,76.637,81.561,82.136,82.429,57.092,94.956,89.19,52.355,65.396,0,73.809,49.107,42.36,45.921,91.542,59.369,64.318,70.72,49.938,84.168,95.405,82.007,89.754,79.823,127.55,88.528,128.597,90.822,67.282,88.724,57.065,71.308,72.242,58.242,55.821,85.716,87.998,90.866,79.33,75.062,53.485,98.279,4.458,87.632,67.53,58.848,70.511,64.956,92.791,83.497,96.781,68.847,47.157,72.753,140.129,92.007,75.412,98.199,78.333,115.842,45.335,89.107,56.033,45.13,58.911,76.391,62.557,70.372,57.909,61.079,66.289,89.626,54.401,91.299,81.348,44.099,76.113,67.091,85.209,56.743,72.419,46.665,79.499,67.276,68.253,82.198,48.021,76.619,89.824,80.607,61.358,43.63,62.073,70.154,65.504,41.907,72.431,90.774,89.78,119.98,79.97,76.723,45.547,69.351,53.177,73.284,62.76,73.454,65.628,70.083,66.083,55.566,68.901,65.124,75.788,81.119,75.944,69.176,66.41,74.987,66.642,72.834, 
San Nicols Peralta,67.836,23.696,93.19,46.717,24.851,30.351,29.2,15.119,8.09,41.553,59.443,66.446,93.005,7.961,51.695,44.046,34.946,48.514,17.155,65.08,58.417,59.439,28.139,42.597,70.24,28.86,127.792,29.985,44.236,43.358,12.09,118.189,67.202,48.637,43.28,56.323,33.973,66.47,11.223,9.136,39.933,19.708,43.271,17.163,22.08,48.67,37.549,12.616,45.139,7.195,22.524,38.476,54.673,57.019,34.375,79.039,103.999,5.908,39.565,51.955,24.833,28.039,40.379,23.162,41.977,63.793,2.646,67.713,50.996,46.979,16.807,46.311,58.069,81.647,17.528,18.2,23.458,28.742,28.141,20.11,46.629,13.42,26.194,14.618,21.194,38.652,43.32,17.523,64.554,73.809,0,20.234,35.29,38.851,26.87,19.964,71.143,44.92,24.719,14.611,31.072,47.498,25.082,21.758,50.232,25.258,100.423,6.411,49.742,7.349,31.395,45.508,15.93,50.876,40.241,21.755,17.044,26.193,43.959,35.584,27.815,56.563,94.062,40.262,36.62,45.472,12.456,34.047,41.716,13.94,38.303,64.607,45.985,19.134,100.367,21.795,34.765,50.829,39.048,84.553,32.866,41.737,77.554,29.357,26.842,20.319,36.757,34.93,19.779,35.279,10.094,42.256,14.636,34.096,41.625,31.468,64.399,32.03,32.843,31.073,49.171,35.934,8.218,36.366,42.453,14.223,28.661,37.334,42.873,41.322,35.558,31.577,14.416,5.079,68.207,36.001,35.324,43.404,42.41,80.416,22.183,8.87,22.162,21.982,39.8,23.592,15.397,38.141,30.526,44.813,25.246,16.161,20.569,23.879,19.878,26.874,36.466,21.414,18.078,44.887,38.126,25.465, 
San Nicols Tlazala,53.417,28.638,90.983,32.298,32.884,57.268,14.623,38.166,27.896,46.495,45.024,35.957,90.798,27.767,59.727,41.839,38.006,56.546,40.258,50.661,43.998,34.737,36.172,40.389,55.821,36.893,113.373,56.902,52.268,51.39,17.415,103.77,52.783,46.43,43.321,26.685,37.034,40.625,20.028,31.446,32.496,31.022,63.348,40.266,41.063,46.463,47.462,37.003,30.72,18.656,34.398,46.508,45.901,42.6,42.408,64.62,101.792,24.683,14.863,56.897,22.626,47.022,35.208,42.144,39.77,49.374,22.452,53.294,55.938,44.772,36.68,54.343,27.964,67.228,28.842,15.993,33.765,16.703,36.174,39.068,49.565,33.289,31.136,34.157,17.67,46.684,41.113,5.577,50.135,49.107,20.234,0,13.741,17.302,43.954,12.215,57.269,31.046,6.438,36.58,33.119,42.149,42.166,31.884,79.962,40.94,86.549,16.875,35.868,13.29,17.391,31.634,24.303,37.002,26.367,38.128,40.41,43.278,31.391,35.015,13.811,50.34,53.113,39.693,27.856,31.598,22.578,25.282,44.852,35.909,49.193,50.733,18.538,24.814,86.493,44.419,29.416,50.26,38.479,70.679,6.78,41.168,46.595,7.851,19.237,28.458,22.883,30.698,18.235,21.405,18.356,41.687,7.248,58.111,33.409,9.041,50.525,31.461,27.494,17.069,43.822,9.951,31.911,27.602,28.579,34.61,7.667,36.765,49.967,40.753,21.684,6.374,10.555,17.509,54.333,10.798,34.755,42.835,41.841,66.542,32.031,29.135,3.881,21.412,25.926,25.345,14.827,32.792,29.957,39.464,24.676,8.412,19.999,23.309,27.849,33.18,35.897,20.844,14.484,39.538,32.777,24.895, 
San Mateo Texcalyacac,33.743,34.115,98.77,20.481,42.511,66.895,15.4,47.793,48.238,52.254,34.525,22.455,98.585,47.208,69.354,49.626,47.438,66.173,49.885,30.988,24.325,28.565,45.799,47.091,45.322,46.52,102.874,66.529,61.895,61.017,26.843,93.271,42.284,55.862,60.939,13.183,46.466,27.123,29.456,41.073,23.779,40.649,69.107,49.893,50.69,55.895,53.221,46.63,18.903,33.712,39.805,56.135,55.333,22.927,52.035,54.121,109.579,39.739,12.302,62.656,31.287,56.649,44.64,51.771,49.202,29.7,37.508,42.795,61.697,54.204,46.307,63.97,14.462,47.554,38.469,25.796,39.242,20.074,45.801,48.695,55.324,42.916,36.613,43.784,18.447,56.311,50.545,17.364,30.461,42.36,35.29,13.741,0,3.79,52.666,23.992,33.054,21.259,13.878,45.292,63.798,52.056,50.878,40.947,88.674,49.652,75.832,30.644,25.151,31.637,22.942,21.848,33.366,17.88,13.69,46.84,49.122,51.99,40.454,41.709,14.609,59.403,46.741,48.756,34.178,16.717,31.635,31.604,53.915,44.621,57.905,40.016,5.026,33.877,75.776,53.131,39.159,59.323,44.98,59.962,9.275,50.231,33.083,6.618,26.905,37.515,20.477,37.02,19.033,17.141,27.413,50.75,19.025,66.823,42.472,4.566,39.808,33.739,37.237,17.867,53.729,10.605,40.623,33.924,18.793,43.322,11.005,43.266,59.874,47.254,19.278,7.025,23.197,31.278,31.557,10.911,39.079,51.898,50.904,55.825,41.094,37.847,10.458,30.475,11.046,34.408,23.884,42.699,32.275,49.371,32.73,20.189,30.025,31.771,36.912,42.243,42.591,32.103,27.534,49.445,42.684,33.958, 
Techuchulco de Allende,30.081,37.675,95.108,16.819,46.072,70.456,18.961,51.354,51.799,55.814,30.863,18.793,94.923,50.769,58.491,45.964,47.705,69.734,53.446,27.326,20.663,24.903,49.36,43.429,41.66,50.081,99.212,70.09,65.456,50.054,30.404,89.609,38.622,52.891,49.781,9.521,46.732,23.461,33.017,44.634,20.117,44.21,72.667,53.454,54.251,52.924,56.781,50.191,15.241,37.273,43.365,59.696,52.362,19.265,55.596,50.459,105.917,43.3,15.862,66.216,27.625,60.21,44.906,55.332,44.606,26.038,41.069,39.133,65.257,51.233,49.868,67.531,10.8,43.892,42.03,29.357,42.802,23.634,49.362,52.256,58.884,46.477,40.173,47.345,22.008,59.872,47.573,20.925,26.799,45.921,38.851,17.302,3.79,0,56.227,27.553,29.392,17.597,17.439,48.853,67.359,55.617,54.439,41.217,85.037,44.659,72.17,34.205,21.489,35.198,19.28,18.186,36.927,14.218,10.028,50.401,52.683,55.551,42.619,38.047,21.85,55.074,50.302,44.427,30.516,13.055,35.196,27.942,49.586,48.182,51.771,36.354,1.364,37.438,72.114,56.692,42.72,54.994,41.318,56.3,12.836,45.902,29.421,10.179,23.243,44.204,16.815,33.358,26.203,13.479,30.974,46.421,22.586,70.384,44.903,8.127,36.146,30.077,40.798,21.675,57.29,14.166,44.184,30.262,15.131,46.883,14.566,39.604,63.435,43.592,15.616,10.586,26.758,34.839,27.895,14.472,35.417,44.863,46.575,52.163,41.364,41.408,14.019,34.036,7.384,40.499,27.445,46.26,28.613,52.932,29.068,23.75,31.459,28.109,43.599,42.512,38.929,28.441,31.095,53.006,46.245,34.769, 
Enthavi,85.569,52.927,94.609,64.45,13.311,50.022,46.933,14.15,25.171,70.784,77.176,84.179,94.424,24.141,42.515,45.465,34.071,27.352,14.753,82.813,76.15,77.172,16.599,55.812,87.973,17.32,145.525,49.656,27.05,34.178,28.359,135.922,84.935,48.596,34.1,74.056,39.367,84.203,25.898,24.2,41.352,16.678,40.964,14.632,5.048,52.375,57.22,19.322,62.872,33.638,58.687,29.296,45.493,74.752,22.835,96.772,105.418,32.35,57.298,45.145,43.914,1.397,31.199,7.948,52.672,81.526,24.39,85.446,51.195,56.835,12.533,29.213,75.802,99.38,19.635,37.281,55.775,57.973,16.601,7.127,66.3,14.729,55.425,13.187,40.275,29.472,45.864,40.313,82.287,91.542,26.87,43.954,52.666,56.227,0,45.589,91.339,65.116,50.344,25.514,45.353,73.63,2.552,22.759,22.02,18.165,120.619,32.859,69.938,44.771,52.299,65.704,30.673,71.072,60.437,15.353,9.594,14.184,34.649,54.386,48.012,47.253,120.194,36.239,49.606,65.668,27.962,47.033,32.406,22.976,28.993,84.803,66.181,27.964,120.563,6.449,60.897,48.959,55.682,104.749,53.062,46.198,97.75,49.553,48.149,18.448,56.953,47.916,41.921,55.475,30.783,31.976,40.261,48.377,32.315,51.664,84.595,45.016,58.975,51.27,75.303,56.13,22.177,49.352,57.84,14.708,48.857,50.319,57.154,54.354,55.754,51.773,37.609,31.527,88.403,56.197,48.31,51.337,48.822,100.612,20.031,18.25,47.787,33.878,59.996,26.192,37.651,64.273,43.512,70.945,40.859,41.786,43.014,43.789,22.164,21.353,49.504,42.986,40.22,71.019,64.258,36.95, 
San Jernimo Acazulco,65.359,14.808,90.713,44.24,32.614,44.296,26.723,37.896,27.626,32.947,56.966,46.218,90.528,27.497,59.457,41.569,37.736,56.276,39.988,62.603,55.94,44.999,35.902,40.119,67.763,36.623,125.315,44.828,51.998,51.12,17.145,115.712,64.725,46.16,43.051,36.946,36.764,63.993,19.758,31.176,37.456,30.752,49.8,39.996,40.793,46.193,33.914,36.733,42.662,17.77,20.498,46.238,45.631,54.542,42.138,76.562,101.522,24.413,25.125,43.349,22.356,46.752,34.938,41.874,39.5,61.316,22.182,65.236,42.39,44.502,36.41,54.073,38.225,79.17,28.572,15.723,19.935,6.78,35.904,38.798,36.017,33.019,17.306,33.887,18.717,46.414,40.843,7.216,62.077,59.369,19.964,12.215,23.992,27.553,45.589,0,70.303,44.08,16.702,36.31,28.568,32.68,41.896,31.614,79.692,40.67,99.583,11.973,48.902,9.875,30.555,44.668,24.033,50.036,39.401,37.858,40.14,43.008,31.121,34.745,26.975,50.07,79.245,39.423,35.781,44.632,22.308,33.208,44.582,35.639,48.923,63.767,28.802,24.544,99.527,44.149,19.783,49.99,38.209,83.713,17.044,40.898,56.859,18.115,26.002,28.188,35.917,34.091,16.327,34.439,18.086,41.417,7.923,41.973,33.139,19.305,63.559,31.191,17.861,30.233,34.353,21.837,31.641,35.527,41.613,34.34,17.931,36.495,40.498,40.483,34.718,16.638,10.691,17.239,67.367,17.619,34.485,42.565,41.571,79.576,31.761,28.865,14.145,21.142,38.96,25.075,14.557,23.323,29.687,29.995,24.406,4.269,19.729,23.039,27.579,32.91,35.627,20.574,14.62,30.069,23.308,24.625, 
San Jos el Cuartel,6.404,79.547,118.887,40.599,78.364,102.748,47.943,83.646,84.091,97.404,12.225,12.911,81.073,83.061,82.271,69.743,71.485,85.67,85.738,1.333,6.461,28.586,81.652,67.208,24.221,82.373,80.112,102.382,81.392,73.834,62.696,70.509,15.262,76.671,73.561,20.295,70.512,8.454,65.309,76.926,43.897,76.502,114.257,85.746,86.543,76.704,98.371,82.483,39.021,69.565,85.307,75.632,76.142,12.786,83.441,33.02,88.898,75.592,50.976,107.806,51.405,92.502,68.686,87.624,68.385,2.346,73.361,21.694,106.847,75.013,82.16,83.467,23.255,20.215,74.322,61.649,84.674,52.898,81.654,84.548,100.474,78.769,82.045,79.637,49.988,75.808,71.353,60.892,3.123,64.318,71.143,57.269,33.054,29.392,91.339,70.303,0,36.099,45.106,75.908,94.414,91.112,81.494,59.719,103.539,63.161,55.315,61.26,22.588,62.253,37.782,36.688,63.981,15.132,28.53,77.456,79.738,82.606,61.121,56.549,40.352,73.576,68.753,62.929,49.018,21.465,62.25,46.444,68.088,75.237,70.273,6.628,27.716,64.492,55.259,83.747,78.379,73.496,59.82,39.445,40.503,64.404,16.257,45.974,41.745,62.706,35.317,51.86,44.705,31.981,58.028,64.923,57.744,97.439,63.405,35.794,13.894,48.579,76.457,40.177,92.785,41.833,71.239,48.764,33.633,73.938,45.278,58.106,98.93,62.094,34.118,38.253,53.813,61.894,3.285,42.139,53.919,63.365,65.077,35.308,59.866,68.463,48.71,61.09,25.886,59.001,54.499,81.755,47.115,88.427,47.57,59.269,49.961,46.611,62.101,61.014,57.431,46.943,51.648,88.501,81.74,53.271, 
San Miguel Balderas,38.385,53.324,92.664,6.143,52.141,76.525,21.72,57.423,57.868,71.181,30.962,36.996,92.479,56.838,56.048,43.52,45.261,59.446,59.515,35.63,28.967,43.476,55.429,40.985,41.759,56.15,99.311,76.159,55.168,47.611,36.473,89.708,38.721,50.448,47.338,26.873,44.288,37.02,39.086,50.703,12.319,50.279,88.034,59.523,60.32,50.481,72.148,56.26,3.183,43.342,59.084,49.408,49.919,27.569,57.217,50.558,103.473,49.369,36.476,81.583,25.181,66.279,42.462,61.401,42.162,34.342,47.138,39.232,80.624,48.79,55.937,57.243,28.618,52.196,48.099,35.426,58.451,41.763,55.431,58.325,74.251,52.546,55.822,53.414,23.765,49.584,45.13,34.669,35.103,70.72,44.92,31.046,21.259,17.597,65.116,44.08,36.099,0,34.05,58.388,76.894,73.592,63.974,42.198,86.018,45.64,71.191,43.74,20.51,44.733,16.152,7.776,46.461,21.644,11.009,59.936,62.218,65.086,43.6,39.029,22.831,56.056,68.305,45.409,14.683,16.239,44.73,17.488,50.568,57.717,52.753,35.375,16.753,46.972,71.135,66.227,60.859,55.976,42.3,55.321,31.963,46.884,48.322,28.454,24.225,45.185,17.797,18.594,27.184,14.461,40.508,47.403,40.224,79.919,45.884,26.13,35.167,17.833,58.937,22.656,75.265,35.031,53.719,16.184,7.831,56.418,27.758,25.665,81.41,44.574,16.597,30.674,36.293,44.374,38.975,35.098,20.653,45.845,47.557,51.184,42.345,50.943,31.19,43.57,10.568,41.48,36.979,64.235,29.595,70.907,30.05,41.749,32.441,29.091,44.58,43.493,39.911,29.423,34.128,70.981,64.22,35.75, 
San Miguel Almaya,47.392,24.521,95.468,32.738,37.369,54.009,15.063,42.651,32.381,42.66,45.464,36.104,95.283,32.252,64.212,46.324,42.491,61.031,44.743,44.637,37.974,35.568,40.657,44.874,56.261,41.378,113.813,54.541,56.753,55.875,21.9,104.21,53.223,50.915,47.806,26.832,41.519,40.772,24.513,35.931,32.936,35.507,59.513,44.751,45.548,50.948,43.627,41.488,31.16,23.141,30.211,50.993,50.386,36.576,46.893,65.06,106.277,29.168,12.109,53.062,26.054,51.507,39.693,46.629,44.255,43.349,26.937,53.734,52.103,49.257,41.165,58.828,28.111,61.203,33.327,20.478,29.648,10.48,40.659,43.553,45.73,37.774,27.019,38.642,18.11,51.169,45.598,10.061,44.11,49.938,24.719,6.438,13.878,17.439,50.344,16.702,45.106,34.05,0,44.939,38.378,42.49,50.525,36.361,88.321,49.299,86.994,21.352,36.313,17.767,17.836,32.079,28.78,37.447,26.812,46.487,48.769,51.637,35.868,39.492,14.256,54.817,54.373,44.17,28.301,32.043,27.055,25.727,49.329,44.268,57.552,51.178,18.649,29.291,86.938,52.778,29.593,54.737,39.104,71.124,6.469,45.645,46.706,8.296,19.682,32.935,23.328,31.143,18.68,21.85,22.833,46.164,11.725,51.783,37.886,11.406,50.97,27.862,27.671,17.514,44.163,3.721,40.27,28.047,29.024,42.969,8.112,37.39,50.308,41.378,22.129,5.981,15.032,21.986,54.778,5.518,33.202,47.312,46.318,66.987,36.508,37.494,3.491,25.889,26.371,29.822,19.304,33.133,26.399,39.805,26.854,12.889,24.476,27.786,32.326,37.657,40.374,25.321,18.961,39.879,33.118,29.372, 
San Miguel Mimiapan,78.195,45.553,94.65,57.076,25.053,20.455,39.559,13.757,12.912,35.555,69.802,76.805,94.465,10.461,51.897,45.506,35.147,48.716,14.322,75.439,68.776,69.798,28.341,45.644,80.599,29.062,138.151,20.089,44.438,43.56,22.118,105.029,77.561,51.685,43.482,66.682,34.174,76.829,19.657,10.015,41.393,19.91,32.861,14.33,20.718,51.718,27.653,6.187,55.498,21.379,27.985,38.678,54.875,67.378,34.577,89.398,105.459,17.081,49.924,45.295,36.54,26.677,40.581,21.8,45.024,74.152,12.131,78.072,44.336,50.027,13.393,46.513,68.428,92.006,17.73,29.907,26.208,50.599,28.343,18.748,36.733,12.058,48.051,13.256,32.901,38.854,55.246,32.939,74.913,84.168,14.611,36.58,45.292,48.853,25.514,36.31,75.908,58.388,44.939,0,21.175,31.43,30.45,20.932,68.246,24.432,114.244,20.743,63.563,21.681,45.217,59.329,21.017,64.697,54.062,20.929,16.882,26.031,43.133,39.471,41.637,55.737,113.819,44.15,40.508,59.293,18.306,37.935,40.89,6.023,37.477,78.428,59.806,18.308,114.188,21.633,32.207,57.443,42.935,98.374,46.687,54.682,91.375,43.178,39.051,19.493,50.578,38.818,35.546,49.1,21.127,40.46,33.886,24.199,40.799,45.289,78.22,35.918,28.845,44.895,33.026,49.755,7.095,40.254,56.274,14.061,42.482,41.221,32.977,62.838,49.379,45.398,31.234,19.411,82.028,49.822,39.212,59.821,57.306,94.237,21.357,8.586,41.412,24.222,53.621,22.766,24.727,49.57,34.414,42.301,31.761,35.411,36.336,39.646,19.052,26.048,57.988,36.611,33.845,42.375,46.937,27.852, 
Santa Cruz Ayotuzco,96.701,11.482,113.156,75.582,43.559,10.538,58.065,33.595,22.116,9.179,88.308,95.311,112.971,19.574,70.403,64.012,53.654,67.222,35.631,93.945,87.282,88.304,46.847,64.15,99.105,47.568,156.657,10.172,62.944,62.066,40.624,123.535,96.067,70.191,61.988,85.188,52.681,95.335,38.163,28.521,59.899,38.416,34.164,35.639,40.557,70.224,7.672,27.883,74.004,33.181,6.789,57.184,73.381,85.884,53.083,107.904,123.965,24.892,44.896,27.713,41.366,46.516,59.087,41.638,63.53,92.658,28.592,96.578,26.754,68.533,35.283,65.019,86.934,110.512,36.236,34.733,5.012,28.116,46.849,38.587,26.816,31.896,11.315,33.094,37.727,57.36,73.752,28.12,93.419,95.405,31.072,33.119,63.798,67.359,45.353,28.568,94.414,76.894,38.378,21.175,0,10.235,48.955,39.437,86.751,42.937,117.829,27.49,67.148,25.392,48.801,62.914,39.522,68.282,57.647,39.434,35.387,44.536,61.638,52.99,45.221,74.242,80.704,57.668,54.026,62.878,36.811,51.453,59.395,29.619,55.982,82.013,63.391,36.813,117.773,40.138,11.012,75.948,56.454,101.959,36.504,73.187,94.96,46.763,44.247,37.998,54.163,52.336,37.185,52.685,39.632,58.965,32.042,14.283,59.304,48.874,81.805,49.436,7.65,48.479,11.831,33.756,20.461,53.772,59.859,32.566,46.067,54.74,11.446,58.728,52.964,48.983,31.822,35.723,85.613,34.97,52.73,60.81,59.816,97.822,39.862,27.091,39.568,42.727,57.206,41.271,32.803,26.333,47.932,15.845,42.652,30.402,37.975,41.285,37.557,44.553,53.872,38.819,35.484,19.138,23.7,42.871, 
San Bartolom Coatepec,93.399,9.628,118.753,72.28,60.655,19.258,54.763,43.85,32.371,3.363,85.006,92.009,118.568,29.829,87.498,69.609,65.777,84.317,45.886,90.643,83.98,73.746,63.943,68.16,95.803,64.664,153.355,19.79,80.039,79.161,45.185,143.752,92.765,74.2,71.091,65.01,64.805,92.033,47.798,38.776,65.496,58.793,24.763,45.894,68.834,74.234,4.626,38.138,70.702,41.521,7.554,74.279,73.672,82.582,70.179,104.602,129.562,23.318,49.008,18.312,50.396,74.793,62.979,69.915,67.54,89.356,38.847,93.276,17.353,72.543,45.538,82.114,83.632,107.21,56.613,43.763,5.59,32.228,63.945,66.839,10.979,42.151,10.017,43.349,46.757,74.455,68.883,37.15,90.117,82.007,47.498,42.149,52.056,55.617,73.63,32.68,91.112,73.592,42.49,31.43,10.235,0,68.798,58.516,106.594,67.572,126.486,36.146,75.805,34.048,57.458,71.571,50.935,76.939,66.304,64.76,54.481,69.91,58.023,61.647,53.878,76.972,65.165,66.325,62.683,71.535,49.211,60.11,71.484,48.714,75.825,90.67,56.852,51.446,126.43,71.051,10.844,76.892,65.111,110.616,44.672,67.8,84.909,55.42,52.904,57.092,62.82,60.993,45.842,61.342,44.989,68.319,40.699,17.463,60.041,49.609,90.462,58.093,7.482,57.136,2.685,41.924,39.555,62.429,68.516,51.66,54.724,63.397,7.772,67.385,61.621,57.64,40.479,37.7,94.27,43.138,61.387,69.467,68.473,106.479,58.663,46.185,45.745,48.044,65.863,51.977,41.46,17.752,56.589,6.209,51.309,39.059,46.632,49.942,54.481,59.812,62.529,47.476,44.141,10.557,15.119,51.527, 
San Pedro Abajo,83.781,51.139,92.821,62.662,11.523,48.234,45.145,12.362,23.383,68.996,75.388,82.391,92.636,22.353,40.727,43.677,32.283,25.579,12.406,81.025,74.362,75.384,14.811,54.024,86.185,15.532,143.737,47.868,25.277,32.39,26.571,134.134,83.147,46.808,32.312,72.268,37.579,82.415,24.11,22.412,39.564,14.89,40.896,12.285,3.024,50.587,55.432,17.534,61.084,31.85,56.899,27.508,43.705,72.964,21.047,94.984,103.63,30.562,55.51,45.077,42.126,3.949,29.411,6.175,50.884,79.738,22.602,83.658,51.127,55.047,10.186,27.44,74.014,97.592,17.847,35.493,53.987,56.185,14.813,5.103,64.512,12.941,53.637,10.834,38.487,27.684,44.076,38.525,80.499,89.754,25.082,42.166,50.878,54.439,2.552,41.896,81.494,63.974,50.525,30.45,48.955,68.798,0,20.735,24.572,16.141,118.595,30.835,67.914,42.747,50.275,63.68,28.649,69.048,58.413,13.329,7.564,12.16,32.625,52.362,45.988,45.229,118.17,34.215,47.582,63.644,25.938,45.009,30.382,20.952,26.969,82.779,64.157,25.94,118.539,4.096,58.873,46.935,53.658,102.725,51.038,44.174,95.726,47.529,46.125,16.424,54.929,45.892,39.897,53.451,28.759,29.952,38.237,46.353,30.291,49.64,82.571,42.992,56.951,49.246,73.279,54.106,20.153,47.328,55.816,12.684,46.833,48.295,55.13,52.33,53.73,49.749,35.585,29.503,86.379,54.173,46.286,49.313,46.798,98.588,18.007,16.226,45.763,31.854,57.972,24.168,35.627,62.249,41.488,68.921,38.835,39.762,40.99,41.765,20.14,19.329,47.48,40.962,38.196,68.995,62.234,34.926, 
