LOCALIDADES,Libertad 1ra. Seccin (El Chivero),Poblado C-27 Ingeniero Eduardo Chvez Ramrez,Vicente Guerrero 1ra. Seccin,Guaytalpa,Poblado C-11 Jos Mara Morelos y Pavn,El Ro,Moctezuma 2da. Seccin,Poblado C-23 General Venustiano Carranza,Anacleto Canabal 3ra. Seccin,Ingenio Presidente Benito Jurez,Acachapan y Colmena 1ra. Seccin,Emiliano Zapata,Cocohital,Carlos Rovirosa (Tulipn),Puerto Ceiba (Carrizal),PobladoC-17 Independencia,Sargento Lpez 1ra. Seccin,Moctezuma 1ra. Seccin,Lagartera,Constitucin,Francisco I. Madero (Madero),Lzaro Crdenas 2da. Seccin,Poblado C-33 20 de Noviembre,Puerto Ceiba,Ocuapan,Poblado C-15 Adolfo Lpez Mateos,Tapotzingo,Boquern 4ta. Seccin (Laguna Nueva),Azucena 2da. Seccin,Iquinuapa,Gonzlez 1ra. Seccin,Boquern 1ra. Seccin (San Pedro),Saloya 1ra. Seccin,Ostuacn,Poblado C-20 Miguel Hidalgo y Costilla,Buena Vista 1ra. Seccin,Simn Sarlat,Arena 1ra. Seccin,Poblado C-29 General Vicente Guerrero,Chapultenango,C-34 (Licenciado Benito Jurez Garca),Poblado C-22 Licenciado Jos Mara Pino Surez,Reyes Hernndez 2da. Seccin,Arroyo Hondo 1ra. Seccin (Santa Teresa A),Samarkanda,El Muelle (Gaviln Norte),Sandial,Ignacio Allende,Libertad,Poblado C-10 General Lzaro Crdenas del Ro,Juan Aldama,Guatacalca,Cuauhtmoc,Saloya 2da. Seccin,Libertad,C-41 (Licenciado Carlos A. Madrazo),C-40 (Ernesto Aguirre Colorado),El Cedro,Melchor Ocampo,C-31 (General Francisco Villa),Libertad,Anacleto Canabal 1ra. Seccin,C-32 (Licenciado Francisco Trujillo Gurra),Soyataco,Cucuyulapa,Ro Seco y Montaa 2da. Seccin,Huimango,Buena Vista Ro Nuevo 3ra. Seccin,Poblado C-16 General Emiliano Zapata,Poblado C-09 Licenciado Francisco I. Madero,Lomitas,Benito Jurez (Campo Magallanes),Fraccionamiento Ocuiltzapotln Dos,Jalupa,Ixtacomitn,Jalapa,Anacleto Canabal 2da. Seccin,Quintn Arauz,Aldama,Ixtacomitn 1ra. Seccin,Miguel Hidalgo,Poblado C-28 Coronel Gregorio Mndez Magaa,Medelln y Pigua 3ra. Seccin,Santa Rosala (Miguel Hidalgo 2da. Seccin),Buena Vista Ro Nuevo 1ra. Seccin,La Lima,Ayapa,Buena Vista Ro Nuevo 2da. Seccin,Guapinol,Luis Gil Prez,Macultepec,Ro Viejo 1ra. Seccin,Coronel Andrs Snchez Magallanes,Chichicapa,Jurez,Chontalpa (Estacin Chontalpa),La Selva,Medelln y Madero 2da. Seccin,Once de Febrero 1ra. Seccin,Tacotalpa,Vicente Guerrero,Bosque de Saloya,La Venta,Tamult de las Sabanas,Parrilla,Tecolutilla,Pomoca,Parrilla II,Nacajuca,Pichucalco,Jalpa de Mndez,Ocuiltzapotln,Cunduacn,Playas del Rosario (Subteniente Garca),Frontera,Paraso,Reforma,Teapa,Huimanguillo,Agua Dulce,Comalcalco,Las Choapas,Crdenas,Villahermosa, 
Poblado C-09 Licenciado Francisco I. Madero,50.088,24.814,57.232,63.49,21.607,63.762,50.807,30.034,75.614,32.022,93.462,78.014,41.851,29.015,62.041,10.78,34.043,51.576,50.1,91.942,49.815,73.093,30.59,62.641,41.878,15.391,66.971,88.003,31.57,55.891,68.144,83.923,89.632,132.109,12.972,111.903,127.508,17.954,21.104,190.913,33.473,27.337,33.472,24.169,87.729,104.096,105.793,137.112,56.421,16.137,143.212,70.804,88.003,86.404,81.46,33.913,28.831,84.973,41.58,28.905,18.816,76.196,25.02,58.532,47.99,33.849,46.296,72.644,8,0,85.781,76.855,102.33,65.95,167.01,121.567,70.774,54.151,22.047,80.662,27.788,18.061,91.185,21.751,71.334,91.754,52.195,67.317,88.781,77.965,101.509,83.477,97.291,42.881,97.187,74.665,82.919,98.675,25.282,138.881,90.9,81.622,82.493,115.414,89.597,27.801,89.964,94.91,66.48,156.193,60.566,100.041,50.182,96.437,161.026,55.503,73.834,135.945,54.594,99.302,38.369,106.976,33.362,79.157, 
Lomitas,45.144,75.794,24.454,23.806,99.791,20.138,54.437,102.025,17.411,77.875,20.646,14.184,71.931,60.841,62.178,75.056,53.454,58.329,34.534,19.126,50.542,16.278,76.443,65.768,85.54,87.497,21.644,29.799,109.703,29.9,19.815,30.725,4.657,151.75,73.998,39.087,54.692,63.911,66.026,121.763,79.326,87.249,49.967,61.778,11.114,149.949,14.564,64.296,76.061,94.27,74.062,16.054,75.868,5.512,10.901,69.229,74.683,6.761,57.242,64.785,68.216,17.993,70.872,26.047,42.032,56.682,34.998,29.307,79.415,85.781,0,121.227,21.739,17.866,103,57.557,17.685,53.055,60.873,20.086,56.712,67.544,17.597,58.848,32.499,27.743,30.355,34.338,24.77,44.986,20.981,22.901,141.663,40.322,74.249,94.535,11.886,25.087,58.171,74.871,62.313,11.908,126.865,34.886,25.586,60.187,6.948,30.899,16.518,92.183,22.794,19.919,38.79,32.426,80.498,57.178,40.855,71.935,74.464,143.674,44.979,151.348,53.264,17.31, 
Benito Jurez (Campo Magallanes),122.986,58.911,111.338,124.761,50.065,116.687,126.285,34.666,112.61,52.149,130.459,115.011,117.088,90.973,134.939,75.126,106.759,127.054,120.587,128.939,122.713,110.09,59.627,135.539,76.862,50.383,124.247,124.999,63.001,116.941,105.141,120.92,126.629,169.106,65.072,148.9,164.505,89.899,69.124,227.91,49.493,48.307,112.633,64.876,124.726,48.174,142.79,174.109,93.418,56.422,180.209,137.082,154.62,123.401,118.457,70.91,63.815,121.97,78.577,65.902,97.896,113.193,60.004,120.902,84.987,70.846,107.421,109.641,70.489,76.855,121.227,0,144.824,123.712,209.504,164.061,113.268,132.936,84.092,123.156,89.833,65.737,133.679,87.971,113.828,134.248,128.568,109.811,131.275,120.459,144.003,125.971,21.527,119.254,139.681,117.159,125.413,141.169,90.209,181.375,185.335,124.116,18.647,157.908,132.091,89.846,132.458,137.404,128.931,198.687,123.018,142.535,105.026,138.931,203.52,137.059,116.328,178.439,97.088,43.233,117.555,50.908,75.856,121.651, 
Fraccionamiento Ocuiltzapotln Dos,57.841,92.343,37.151,34.3,116.34,32.835,67.134,118.574,29.496,94.424,24.657,26.62,84.628,77.39,81.343,91.605,78.546,87.097,47.231,11.691,63.239,32.827,92.992,78.216,102.089,104.046,32.138,37.071,126.252,42.597,36.364,37.997,18.298,168.299,90.547,24.076,31.123,89.919,82.575,129.07,95.875,103.798,62.664,78.327,17.597,166.498,9.409,40.728,92.61,110.819,81.369,23.574,52.3,22.174,26.299,85.778,91.232,23.604,73.791,81.334,84.765,29.414,87.421,38.744,58.581,73.231,64.793,36.579,95.964,102.33,21.739,144.824,0,38.252,106.458,61.015,30.721,88.721,88.754,22.404,84.593,80.58,9.554,71.884,35.123,31.202,50.741,38.495,28.228,44.109,12.395,25.219,154.699,60.708,87.285,107.571,21.795,9.561,71.207,78.329,53.727,20.887,139.901,26.3,29.044,88.068,19.177,34.358,36.904,95.641,43.18,10.926,51.826,35.885,71.912,90.159,53.891,75.393,87.5,156.71,74.874,164.384,66.3,20.328, 
Jalupa,28.567,71.232,6.588,12.731,95.228,2.272,37.86,97.462,30.436,73.312,34.448,28.166,55.354,36.876,45.601,58.857,36.877,41.752,17.957,32.928,33.965,33.928,71.88,49.984,80.978,82.934,10.569,43.52,83.049,13.323,37.465,44.446,14.547,147.188,69.435,49.125,56.173,47.334,61.464,135.565,74.763,82.687,33.39,57.216,24.916,145.386,23.388,65.777,71.499,89.707,87.864,10.195,52.113,19.313,24.883,64.667,70.121,20.743,45.208,60.223,46.932,36.124,66.31,10.263,47.974,52.12,17.132,41.039,74.852,65.95,17.866,123.712,38.252,0,116.786,71.343,35.352,36.483,44.301,33.194,40.14,64.932,31.383,44.338,44.773,41.529,13.783,40.247,38.556,53.759,29.805,36.009,139.051,23.75,80.158,91.923,25.852,31.352,41.575,88.657,58.747,25.874,124.253,43.71,39.372,43.615,20.733,44.685,6.032,105.969,5.848,28.743,21.133,46.212,89.322,40.606,46.764,85.721,71.852,141.062,28.407,148.736,50.652,31.118, 
Ixtacomitn,153.045,157.024,123.374,122.725,181.02,119.058,156.908,183.254,94.177,159.104,102.654,91.294,171.279,142.07,166.064,156.286,143.226,157.677,133.454,101.134,153.586,97.507,157.672,166.664,90.382,168.726,120.563,97.11,190.932,128.82,101.045,98.036,104.52,83.582,155.227,121.095,136.7,154.599,147.256,20.138,160.555,168.479,145.182,143.008,96.921,231.178,114.985,146.304,80.903,175.499,28.272,114.973,157.876,97.575,92.507,96.046,104.201,96.662,138.472,146.015,149.445,94.095,152.102,124.967,123.262,97.552,129.473,100.057,160.644,167.01,103,209.504,106.458,116.786,0,67.57,104.874,162.874,162.907,89.808,158.746,154.733,98.431,146.037,103.535,77.777,128.56,106.907,79.486,69.251,108.755,92.623,228.852,147.958,34.121,97.362,93.337,105.921,145.36,52.588,150.087,92.04,214.054,122.66,78.16,162.221,96.996,73.329,114.723,12.567,120.999,107.287,125.979,71.302,168.272,166.997,64.015,35.107,77.56,230.863,149.027,238.537,140.453,89.849, 
Jalapa,107.602,111.581,77.931,77.282,135.577,73.615,111.465,137.811,48.734,113.661,57.211,45.851,125.836,96.627,120.621,110.843,97.783,112.234,88.011,55.691,108.143,52.064,112.229,121.221,121.326,123.283,75.12,51.667,145.489,83.377,55.602,52.593,59.077,127.855,109.784,75.652,91.257,109.156,101.813,87.064,115.112,123.036,99.739,97.565,51.478,185.735,69.542,100.861,111.847,130.056,44.887,69.53,112.433,52.132,47.064,105.016,110.47,51.219,93.029,100.572,104.002,48.652,106.659,79.524,77.819,92.468,84.03,54.614,115.201,121.567,57.557,164.061,61.015,71.343,67.57,0,59.448,117.448,117.481,44.382,113.32,109.307,53.005,100.611,58.109,32.351,83.134,61.481,34.06,54.243,63.329,47.197,183.426,102.532,73.387,136.298,47.911,60.495,99.934,17.177,104.661,46.614,168.628,77.234,32.734,116.795,51.57,27.903,69.297,56.771,75.573,61.861,80.553,25.876,122.846,121.571,82.618,32.561,116.227,185.437,103.601,193.111,95.027,44.423, 
Anacleto Canabal 2da. Seccin,56.809,60.787,35.667,41.292,84.784,37.624,60.672,87.018,9.069,62.868,26.917,11.469,75.043,45.834,69.828,60.049,46.99,61.441,51.862,25.397,57.35,1.147,61.436,70.428,70.533,72.49,39.13,21.458,94.696,42.73,4.809,22.384,23.087,136.743,58.991,45.358,60.963,58.363,51.019,124.368,64.319,72.242,48.946,46.771,21.184,134.942,39.248,70.567,61.054,79.263,76.667,33.54,82.139,19.859,14.915,54.223,59.677,18.428,42.235,49.778,53.209,4.222,55.866,46.719,27.026,41.675,33.237,24.917,64.408,70.774,17.685,113.268,30.721,35.352,104.874,59.448,0,64.489,64.522,11.101,60.361,56.349,21.624,47.653,20.79,22.193,49.363,23.143,19.22,30.325,31.948,13.916,130.468,49.573,63.054,83.34,13.358,29.114,46.976,69.32,73.28,12.061,115.67,45.853,20.036,63.836,20.403,25.349,32.523,86.632,45.382,30.48,27.594,26.876,91.465,68.612,29.66,66.384,63.269,132.479,50.642,140.153,42.069,9.596, 
Quintn Arauz,9.022,80.456,36.845,33.939,73.96,34.211,3.966,82.387,67.068,82.536,84.917,69.469,35.764,36.908,9.106,58.889,25.078,3.848,20.549,83.397,8.259,64.547,81.104,9.706,87.427,67.744,37.42,79.457,71.25,26.34,59.599,75.43,49.736,153.637,62.549,88.003,59.81,35.535,57.231,182.368,83.987,75.807,21.591,66.44,60.105,154.61,58.577,47.235,77.948,68.49,134.667,41.253,35.068,54.502,72.915,73.891,79.345,55.932,50.353,69.447,38.398,67.651,75.534,28.981,59.057,58.498,33.34,64.151,60.353,54.151,53.055,132.936,88.721,36.483,162.874,117.448,64.489,0,33.607,73.015,29.446,74.554,83.538,45.726,64.872,84.107,25.145,60.855,81.134,71.503,86.569,75.83,148.673,20.369,100.766,97.949,63.463,91.028,42.963,131.234,41.895,73.975,133.875,82.584,81.95,25.039,58.344,87.263,39.43,148.546,33.516,85.507,39.829,88.79,81.32,5.424,67.372,128.298,77.878,150.684,17.135,158.358,56.679,71.51, 
Aldama,28.355,45.063,44.663,41.757,41.856,42.029,29.074,50.283,67.101,52.272,84.95,69.502,25.902,18.862,40.308,24.841,12.31,29.843,28.367,83.43,28.082,64.58,50.84,40.908,62.128,35.64,45.238,79.49,39.146,34.158,59.632,75.463,57.554,132.602,33.221,103.391,91.012,6.392,28.834,182.401,53.723,47.586,11.739,32.025,79.217,124.346,66.395,78.437,56.914,36.386,134.7,49.071,66.27,62.32,72.948,43.858,49.081,63.75,29.318,38.85,9.254,67.684,45.27,36.799,38.902,37.463,33.373,64.184,28.249,22.047,60.873,84.092,88.754,44.301,162.907,117.481,64.522,33.607,0,70.327,7.135,38.433,80.85,21.515,62.184,81.419,30.569,58.167,78.446,68.815,91.174,73.142,117.663,21.255,98.078,75.784,72.584,88.34,20.295,128.546,69.274,71.287,102.865,105.079,79.262,6.396,63.768,84.575,44.854,145.858,38.94,89.706,37.141,86.102,108.699,33.877,64.684,125.61,55.713,119.674,16.743,127.348,34.514,68.822, 
Ixtacomitn 1ra. Seccin,66.697,70.675,45.555,39.133,94.672,35.466,70.56,96.906,7.828,72.756,18.6,8.099,84.931,55.722,79.716,69.937,56.878,71.329,49.862,17.08,67.238,11.159,71.324,80.316,80.421,82.378,36.971,8.149,104.584,52.618,14.696,9.075,20.928,146.631,68.879,37.041,52.646,68.251,60.907,109.302,74.207,82.13,58.834,56.659,12.867,144.83,30.931,62.25,70.942,89.151,61.601,31.381,73.822,13.983,9.312,64.11,69.564,13.308,52.123,59.666,63.097,7.746,65.753,41.375,36.913,51.563,43.125,11.738,74.296,80.662,20.086,123.156,22.404,33.194,89.808,44.382,11.101,73.015,70.327,0,68.139,64.127,18.736,55.431,15.408,14.664,57.141,18.78,11.691,19.198,29.06,2.815,138.245,57.351,63.892,91.118,10.485,26.226,54.754,61.791,70.392,9.188,123.447,42.965,12.507,71.614,17.255,17.82,34.982,79.103,41.258,27.592,35.372,19.347,88.577,76.39,30.499,58.855,71.047,140.256,58.42,147.93,49.847,5.777, 
Miguel Hidalgo,24.194,50.804,40.502,37.596,47.597,37.868,23.808,56.024,62.94,58.013,80.789,65.341,24.701,29.728,36.147,26.143,9.556,24.577,24.206,79.269,23.921,60.419,56.581,36.747,80.248,41.381,41.077,75.329,44.887,29.997,55.471,71.302,53.393,146.457,38.962,99.23,86.851,10.146,32.588,178.24,59.464,53.327,7.578,35.779,75.056,130.087,62.234,74.276,70.769,42.127,130.539,44.91,62.109,58.159,68.787,66.711,54.822,59.589,43.174,62.267,13.009,63.523,51.011,32.638,51.877,51.318,29.212,60.023,33.99,27.788,56.712,89.833,84.593,40.14,158.746,113.32,60.361,29.446,7.135,68.139,0,44.174,76.689,37.454,58.023,77.258,26.407,54.006,74.285,64.654,87.013,68.981,140.401,17.093,93.917,89.678,68.423,84.179,34.691,124.385,65.112,67.126,125.603,100.918,75.101,5.281,59.606,80.414,40.692,141.697,34.778,85.545,32.98,81.941,104.537,28.611,60.523,121.449,69.606,142.412,12.581,150.086,48.407,64.661, 
Poblado C-28 Coronel Gregorio Mndez Magaa,69.303,7.801,57.655,71.078,32.07,63.004,72.602,34.419,58.928,10.661,76.776,61.328,58.294,37.29,81.256,16.331,53.076,73.371,66.904,75.256,69.03,56.407,13.905,81.856,25.193,19.776,70.564,71.317,41.983,63.258,51.458,67.237,72.946,115.423,6.277,95.217,110.822,31.104,9.409,174.227,16.788,19.535,58.95,7.483,71.043,87.411,89.107,120.426,39.735,26.55,126.526,83.399,100.937,69.718,64.774,17.227,12.146,68.287,24.894,12.219,31.966,59.51,8.335,67.219,31.304,17.163,53.738,55.958,11.695,18.061,67.544,65.737,80.58,64.932,154.733,109.307,56.349,74.554,38.433,64.127,44.174,0,74.486,22.282,54.635,75.055,69.375,50.618,72.082,61.266,84.81,66.778,80.592,60.061,80.488,57.966,66.22,81.976,31.016,122.182,126.142,64.923,65.794,98.715,72.898,44.064,73.265,78.211,69.738,139.494,63.825,83.342,45.833,79.738,144.327,77.866,57.135,119.246,37.895,82.603,58.362,90.277,16.663,62.458, 
Medelln y Pigua 3ra. Seccin,58.661,81.198,37.971,37.322,105.195,33.655,81.083,107.429,18.351,83.279,13.513,15.475,95.454,66.245,90.015,80.46,67.401,81.852,48.051,4.23,77.761,21.682,81.847,86.888,90.944,92.901,35.16,25.926,115.107,43.417,25.219,26.852,19.117,157.154,79.402,21.509,39.795,78.774,71.43,117.925,84.73,92.653,69.357,67.182,6.453,155.353,18.081,49.4,81.465,99.674,70.224,32.246,60.972,12.172,15.154,74.633,80.087,11.596,62.646,70.189,73.62,18.269,76.276,39.564,47.436,62.086,53.648,25.434,84.819,91.185,17.597,133.679,9.554,31.383,98.431,53.005,21.624,83.538,80.85,18.736,76.689,74.486,0,67.982,31.221,27.3,46.839,34.593,24.326,40.207,12.238,21.317,150.797,56.806,83.383,103.669,17.893,9.404,67.305,74.427,53.57,16.985,135.999,26.143,25.142,84.166,15.275,30.456,33.002,91.739,39.278,10.77,47.924,31.983,71.755,90.002,49.989,71.491,83.598,152.808,70.972,160.482,62.398,16.426, 
Santa Rosala (Miguel Hidalgo 2da. Seccin),40.475,35.491,37.061,51.466,38.968,42.41,43.774,41.317,50.232,37.571,68.08,52.632,59.051,8.844,52.428,14.384,24.248,44.543,38.076,66.56,40.202,47.711,36.139,53.028,45.151,24.754,54.947,62.621,48.881,34.43,42.762,58.541,64.25,111.36,18.228,86.521,102.126,17.452,12.908,165.531,39.022,31.484,30.122,15.392,62.347,109.645,80.411,84.276,35.672,33.448,117.83,58.78,72.109,61.022,56.078,28.926,34.38,59.591,8.076,24.482,13.182,50.814,30.569,46.508,22.608,16.221,26.125,47.262,18.592,21.751,58.848,87.971,71.884,44.338,146.037,100.611,47.653,45.726,21.515,55.431,37.454,22.282,67.982,0,46.87,67.291,40.265,42.853,64.318,53.501,77.045,59.013,102.432,30.951,77.101,54.579,58.455,74.211,3.659,114.418,78.97,57.158,87.634,90.95,65.134,27.527,65.501,70.447,54.55,131.73,48.636,75.577,29.035,71.974,136.562,48.756,49.37,111.482,34.508,104.443,29.252,112.117,13.309,54.694, 
Buena Vista Ro Nuevo 1ra. Seccin,58.554,61.347,37.412,52.323,85.344,44.249,62.417,87.578,17.517,63.428,31.319,19.918,76.788,46.394,71.573,60.609,48.735,63.186,53.607,29.799,59.095,20.848,61.996,72.173,71.093,73.05,48.55,23.669,95.256,44.475,24.385,21.588,32.507,137.303,59.551,49.76,65.365,58.923,51.579,123.029,64.879,72.802,50.691,47.331,25.586,135.502,43.65,74.969,61.614,79.823,75.328,42.96,86.541,24.977,23.364,54.782,60.237,23.546,42.795,50.338,53.769,17.435,56.426,48.464,27.586,42.235,34.982,7.769,64.968,71.334,32.499,113.828,35.123,44.773,103.535,58.109,20.79,64.872,62.184,15.408,58.023,54.635,31.221,46.87,0,28.129,47.604,4.204,25.156,15.521,38.495,17.88,128.656,47.814,56.838,81.529,19.92,35.661,45.164,75.256,79.827,18.623,113.858,52.4,25.972,62.077,26.951,31.285,42.428,92.568,43.623,37.027,25.835,32.812,98.012,66.853,23.445,72.32,61.458,130.667,48.883,138.341,40.258,16.144, 
La Lima,77.789,81.768,48.117,47.468,105.764,43.801,81.652,107.998,18.921,83.848,27.398,16.038,96.023,66.814,90.808,81.03,67.97,82.421,58.197,25.878,78.33,22.251,82.416,91.408,91.513,93.47,45.306,21.854,115.676,53.563,25.789,22.78,29.263,157.723,79.971,45.839,61.444,79.343,72,97.271,85.299,93.223,69.926,67.752,21.665,155.922,39.729,71.048,82.034,100.243,49.57,39.716,82.62,22.318,17.251,75.203,80.657,21.406,63.216,70.759,74.189,18.839,76.846,49.71,48.006,62.655,54.217,24.801,85.388,91.754,27.743,134.248,31.202,41.529,77.777,32.351,22.193,84.107,81.419,14.664,77.258,75.055,27.3,67.291,28.129,0,53.354,31.702,4.275,36.077,33.549,17.418,153.646,72.752,83.524,106.518,18.132,30.715,70.154,49.595,74.881,16.835,138.848,47.454,2.949,87.015,21.79,5.623,39.517,66.907,45.793,32.081,50.773,7.15,93.066,91.791,52.838,46.658,86.447,155.657,73.821,163.331,65.247,14.644, 
Ayapa,14.812,76.088,14.145,11.624,72.004,11.511,24.105,81.454,51.942,78.168,46.937,40.655,41.599,32.541,31.846,54.521,23.122,27.997,4.202,45.417,20.21,49.421,76.736,32.446,83.06,64.891,14.72,64.331,69.294,3.64,44.473,60.304,27.036,149.269,58.181,61.614,68.662,33.579,52.863,148.054,79.619,71.439,19.635,62.072,37.405,150.242,35.877,53.949,73.581,66.534,100.353,18.553,41.782,31.802,37.372,69.523,74.977,33.232,45.986,65.079,42.596,52.525,71.166,5.868,51.136,54.13,15.17,49.025,58.729,52.195,30.355,128.568,50.741,13.783,128.56,83.134,49.363,25.145,30.569,57.141,26.407,69.375,46.839,40.265,47.604,53.354,0,45.436,51.07,56.084,42.319,48.523,143.222,10.015,85.347,92.498,38.366,43.866,37.512,101.171,48.654,38.388,128.424,56.224,51.886,29.88,33.247,57.199,14.333,118.483,8.419,41.257,24.409,58.726,101.836,26.872,51.953,98.235,72.426,145.233,14.672,152.907,51.227,43.632, 
Buena Vista Ro Nuevo 2da. Seccin,54.537,57.33,33.395,48.306,81.327,40.232,58.4,83.561,20.889,59.411,34.691,23.29,72.771,42.377,67.556,56.592,44.718,59.169,49.59,33.171,55.078,23.201,57.979,68.156,67.076,69.033,47.792,22.95,91.239,40.458,18.253,20.869,39.74,133.286,55.534,53.132,68.737,54.906,47.562,126.401,60.862,68.785,46.674,43.314,28.958,131.485,47.022,78.341,57.597,75.806,78.7,50.193,89.913,28.349,26.736,50.765,56.22,26.918,38.778,46.321,49.752,20.807,52.409,44.447,23.569,38.218,30.965,7.049,60.951,67.317,34.338,109.811,38.495,40.247,106.907,61.481,23.143,60.855,58.167,18.78,54.006,50.618,34.593,42.853,4.204,31.702,45.436,0,28.528,13.377,41.867,21.252,124.639,43.797,52.049,77.512,23.292,39.033,41.147,78.628,83.199,21.995,109.841,55.772,29.344,58.06,30.323,34.657,43.771,95.94,39.606,40.399,21.818,36.184,101.384,62.836,18.655,75.692,57.441,126.65,44.866,134.324,36.241,19.516, 
Guapinol,74.816,78.795,45.144,44.495,102.791,40.828,78.679,105.025,15.948,80.875,24.424,13.065,93.05,63.841,87.835,78.057,64.997,79.448,55.224,22.904,75.357,19.278,79.443,88.435,88.54,90.497,42.333,18.881,112.703,50.59,22.816,19.807,26.29,154.75,76.998,42.865,58.47,76.37,69.027,98.98,82.326,90.25,66.953,64.779,18.691,152.949,36.755,68.074,79.061,97.27,51.279,36.743,79.646,19.345,14.278,72.23,77.684,18.433,60.243,67.786,71.216,15.866,73.873,46.737,45.033,59.682,51.244,21.828,82.415,88.781,24.77,131.275,28.228,38.556,79.486,34.06,19.22,81.134,78.446,11.691,74.285,72.082,24.326,64.318,25.156,4.275,51.07,28.528,0,32.995,30.468,14.336,150.565,69.671,87.67,103.437,15.05,27.634,67.073,53.742,71.8,13.753,135.767,44.373,1.327,83.934,18.709,9.77,36.436,71.053,42.712,29,47.692,11.297,89.985,88.71,49.757,50.805,83.366,152.576,70.74,160.25,62.166,11.562, 
Luis Gil Prez,65.185,67.978,44.043,58.954,91.975,50.88,69.048,94.209,27.052,70.059,40.305,27.323,83.419,53.025,78.204,67.24,55.366,69.817,60.238,38.785,65.726,30.383,68.627,78.804,77.724,79.681,57.536,13.378,101.887,51.106,28.901,11.297,41.493,103.559,66.182,58.746,74.351,65.554,58.21,88.745,71.51,79.433,57.322,53.962,34.572,142.133,52.636,83.955,68.245,86.454,50.913,51.946,95.527,33.963,28.536,61.413,66.868,32.532,49.426,56.969,60.4,26.97,63.057,55.095,34.217,48.866,41.613,11.125,71.599,77.965,44.986,120.459,44.109,53.759,69.251,54.243,30.325,71.503,68.815,19.198,64.654,61.266,40.207,53.501,15.521,36.077,56.084,13.377,32.995,0,48.022,17.073,135.289,54.447,49.924,88.162,29.447,45.188,51.797,55.865,89.354,28.15,120.491,61.927,33.712,68.71,36.478,39.025,51.955,57.906,50.256,46.554,32.468,40.552,107.539,73.486,16.531,56.813,68.091,137.3,55.516,144.974,46.891,25.671, 
Macultepec,57.083,91.522,36.393,33.542,115.519,32.077,66.376,117.753,28.675,93.603,23.837,25.799,83.87,76.569,80.587,90.784,77.725,70.268,46.473,10.87,62.481,32.006,92.171,77.46,101.268,103.225,31.38,36.25,125.431,41.839,35.543,37.176,17.54,167.478,89.726,23.32,30.368,89.098,81.754,128.249,95.054,102.977,79.681,77.506,16.777,165.677,8.651,39.972,91.789,109.998,80.548,22.816,51.544,22.496,25.478,84.957,90.411,21.92,72.97,80.513,83.944,28.593,86.6,37.986,57.76,72.41,63.972,35.758,95.143,101.509,20.981,144.003,12.395,29.805,108.755,63.329,31.948,86.569,91.174,29.06,87.013,84.81,12.238,77.045,38.495,33.549,42.319,41.867,30.468,48.022,0,29.219,158.699,52.384,91.285,111.571,25.795,4.802,75.207,82.329,41.833,24.887,143.901,14.406,33.044,92.068,23.177,38.358,27.077,99.641,34.856,2.325,55.826,39.885,60.018,78.265,57.891,79.393,91.5,160.71,57.041,168.384,70.3,24.328, 
Ro Viejo 1ra. Seccin,69.512,73.49,48.37,41.948,97.487,38.281,73.375,99.721,10.643,75.571,21.415,10.914,87.746,58.537,82.531,72.752,59.693,74.144,52.677,19.895,70.053,13.974,74.139,83.131,83.236,85.193,39.786,5.358,107.399,55.433,17.511,6.283,23.743,149.446,71.694,39.856,55.461,71.066,63.722,112.117,77.022,84.945,61.649,59.474,15.682,147.645,33.746,65.065,73.757,91.966,64.416,34.196,76.637,16.798,12.127,66.925,72.379,16.123,54.938,62.481,65.912,10.561,68.568,44.19,39.728,54.378,45.94,14.553,77.111,83.477,22.901,125.971,25.219,36.009,92.623,47.197,13.916,75.83,73.142,2.815,68.981,66.778,21.317,59.013,17.88,17.418,48.523,21.252,14.336,17.073,29.219,0,140.768,59.874,61.767,93.641,13.008,28.749,57.277,64.314,72.915,11.711,125.97,45.488,15.03,74.137,19.778,20.343,37.505,81.626,43.781,30.115,37.895,21.87,91.1,78.913,28.374,61.378,73.57,142.779,60.943,150.453,52.37,8.3, 
Coronel Andrs Snchez Magallanes,143.422,79.347,131.774,145.197,70.502,137.123,146.721,55.103,133.046,72.585,150.895,135.447,137.524,111.409,155.375,95.562,127.195,147.49,141.023,149.375,143.149,130.526,80.063,155.975,97.298,70.82,144.683,145.435,83.438,137.377,125.577,141.356,147.065,189.542,85.508,169.336,184.941,110.335,89.56,248.346,69.929,68.743,133.069,85.312,145.162,68.201,163.226,194.545,113.854,76.859,200.645,157.518,175.056,143.837,138.893,91.346,84.251,142.406,99.013,86.338,118.332,133.629,80.44,141.338,105.423,91.282,127.857,130.077,90.925,97.291,141.663,21.527,154.699,139.051,228.852,183.426,130.468,148.673,117.663,138.245,140.401,80.592,150.797,102.432,128.656,153.646,143.222,124.639,150.565,135.289,158.699,140.768,0,139.819,160.246,137.724,145.978,161.734,110.774,201.94,205.9,144.681,38.624,178.473,152.656,110.411,153.023,157.969,149.496,219.252,143.583,163.1,125.591,159.496,224.085,157.624,136.893,199.004,117.653,63.21,138.12,70.885,96.421,142.216, 
